EventType,EventDate,HasSafetyRec,Mode,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,Make,Model,AirCraftCategory,AirportID,AmateurBuilt,NumberOfEngines,EngineType,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,BroadPhaseofFlight,ReportStatus,MostRecentReportType
INC,2024-07-25T19:15:00Z,False,Aviation,,,,,,,EMBRAER,ERJ190,,,false,,,,NUSC,,,Enroute,,
ACC,2024-07-25T19:00:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,AIR TRACTOR INC,AT-802A,AIR,,false,1,,FIRF,PUBU,Substantial,VMC,Maneuvering,In work,Prelim
ACC,2024-07-25T18:46:00Z,False,Aviation,,Serious,0.0,2.0,0.0,2.0,CESSNA,210K,AIR,,false,1,,,NUSN,Substantial,,Enroute,,Prelim
ACC,2024-07-25T18:35:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,EUROCOPTER,AS 350 B2 ECUREUIL,,,false,,,,,,,Maneuvering,,
ACC,2024-07-25T17:30:00Z,False,Aviation,9/4/2024 0:00,,0.0,0.0,0.0,0.0,LAKE,LA4,AIR,,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2024-07-25T14:30:00Z,False,Aviation,2/27/2025 0:00,,0.0,0.0,0.0,0.0,GLASFLUGEL,STANDARD LIBELLE,GLI,,false,0,,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-25T13:25:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,CIRRUS DESIGN CORP,SR22,AIR,BHB,false,1,,PERS,091,Destroyed,IMC,Approach,In work,Prelim
ACC,2024-07-25T11:15:00Z,False,Aviation,2/27/2025 0:00,,0.0,0.0,0.0,0.0,BOEING,A75N1(PT17),AIR,CMA,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-25T09:40:00Z,False,Aviation,2/27/2025 0:00,,0.0,0.0,0.0,0.0,CANADIAN CAR & FOUNDRY,HARVARD MK IV,AIR,OSH,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-25T07:10:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,"ROBINSON, ROBINSON","R22, R22","HELI, HELI",,"false, false",,,,"UNK, UNK","Substantial, Substantial",,Maneuvering,,Prelim
ACC,2024-07-24T17:00:00Z,False,Aviation,11/8/2024 0:00,Serious,0.0,1.0,0.0,1.0,CESSNA,A188B,AIR,,false,1,REC,AAPL,137,Substantial,VMC,Maneuvering,Completed,Final
ACC,2024-07-24T16:55:00Z,False,Aviation,,Serious,0.0,1.0,1.0,2.0,PIPER,PA-34-220T,AIR,OGD,false,2,,INST,091,Substantial,VMC,Approach,In work,Prelim
INC,2024-07-24T12:45:00Z,False,Aviation,2/21/2025 0:00,,0.0,0.0,0.0,0.0,MOONEY,M20J,AIR,ATW,false,1,REC,PERS,091,Minor,VMC,Taxi,Completed,Final
ACC,2024-07-24T12:03:00Z,False,Aviation,9/12/2024 0:00,,0.0,0.0,0.0,0.0,EVEKTOR-AEROTECHNIK A S,HARMONY LSA,AIR,CPS,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-24T08:30:00Z,False,Aviation,3/6/2025 0:00,,0.0,0.0,0.0,0.0,HILLER,UH-12E,HELI,,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-24T04:00:00Z,False,Aviation,,Fatal,19.0,1.0,0.0,19.0,BOMBARDIER,CL600 2B19,AIR,VNKT,false,,,,NUSC,Destroyed,,Initial Climb,,Prelim
ACC,2024-07-23T19:00:00Z,False,Aviation,12/2/2024 0:00,,0.0,0.0,0.0,0.0,FLIGHT DESIGN GMBH,CTSW,AIR,,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-23T17:30:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,LEARJET,35,AIR,SWXM,false,2,,UNK,NUSN,Destroyed,,Approach,,Prelim
ACC,2024-07-23T12:04:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,TEXTRON AVIATION INC,T206H,AIR,O19,false,1,,BUS,091,Destroyed,VMC,Landing,In work,Prelim
INC,2024-07-23T12:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BOEING,747,AIR,,false,,,,NUSC,,,Standing,,Prelim
ACC,2024-07-23T09:45:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,Kitfox,Series V,AIR,KLGD,true,1,,PERS,091,Substantial,VMC,Initial Climb,In work,Prelim
INC,2024-07-23T03:16:00Z,False,Aviation,,,,,,,BOEING,737,AIR,,false,,,,NUSC,,,Standing,,Prelim
ACC,2024-07-22T19:30:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,AIR TRACTOR INC,AT-602,AIR,,false,1,,AAPL,137,Destroyed,,Maneuvering,In work,Prelim
ACC,2024-07-22T19:12:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,BEECH,A36,AIR,ISP,false,1,,PERS,091,Substantial,VMC,Initial Climb,In work,Prelim
ACC,2024-07-22T13:12:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,LANCAIR,ES,AIR,OSH,true,1,,PERS,091,Destroyed,VMC,Approach,In work,Prelim
ACC,2024-07-22T04:00:00Z,False,Aviation,,,,,,,CESSNA,182,AIR,SVPU,false,,,,NUSN,Destroyed,,Takeoff,,Prelim
ACC,2024-07-21T20:33:00Z,False,Aviation,,Serious,0.0,1.0,1.0,2.0,CHAMPION,7ECA,AIR,MRH,false,1,,PERS,091,Substantial,VMC,Enroute,In work,Prelim
ACC,2024-07-21T18:54:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,WILLIAMS JOHN,TITAN T-51 MUSTANG,AIR,7D9,false,1,,PERS,091,Substantial,VMC,Maneuvering,In work,Prelim
INC,2024-07-21T17:54:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BOEING,737,AIR,,false,,,,NUSC,Minor,,Takeoff,,Prelim
ACC,2024-07-21T12:00:00Z,False,Aviation,9/27/2024 0:00,Minor,0.0,0.0,1.0,1.0,BELL,206B,HELI,,false,1,TS,AAPL,137,Substantial,VMC,Maneuvering,Completed,Final
ACC,2024-07-21T11:07:00Z,False,Aviation,9/4/2024 0:00,,0.0,0.0,0.0,0.0,CESSNA,A185F,AIR,MKJ,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-20T21:15:00Z,False,Aviation,12/2/2024 0:00,,0.0,0.0,0.0,0.0,BELL,206,HELI,,false,1,TS,AAPL,137,Substantial,VMC,Maneuvering,Completed,Final
ACC,2024-07-20T20:00:00Z,False,Aviation,9/12/2024 0:00,Serious,0.0,1.0,0.0,1.0,EVOLUTION AIRCRAFT INC,REVOLT,WSFT,RPJ,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
ACC,2024-07-20T18:30:00Z,False,Aviation,10/22/2024 0:00,Serious,0.0,1.0,0.0,1.0,QUICKSILVER,GT-400,AIR,03B,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
ACC,2024-07-20T16:21:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,Just,HIGHLANDER,AIR,OSH,true,,,PERS,091,Substantial,VMC,Landing,In work,Prelim
ACC,2024-07-20T15:21:00Z,False,Aviation,,Fatal,3.0,0.0,0.0,3.0,BEECH,A35,AIR,,false,1,,PERS,091,Destroyed,Unknown,Enroute,In work,Prelim
ACC,2024-07-20T14:39:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,HAWKER BEECHCRAFT CORP,HAWKER 900XP,AIR,TEX,false,2,,POSI,091,Substantial,VMC,Takeoff,In work,Prelim
ACC,2024-07-20T12:40:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,CESSNA,208,AIR,,false,1,,SKYD,091,Destroyed,VMC,Enroute,In work,Prelim
ACC,2024-07-20T08:45:00Z,False,Aviation,4/8/2025 0:00,,0.0,0.0,0.0,0.0,DEHAVILLAND,BEAVER U-6A,AIR,,false,1,REC,OWRK,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2024-07-19T20:04:00Z,False,Aviation,,Fatal,3.0,0.0,0.0,3.0,BEECH,B-60,AIR,YNG,false,2,,PERS,091,Substantial,VMC,Approach,In work,Prelim
ACC,2024-07-19T17:00:00Z,False,Aviation,11/19/2024 0:00,,0.0,0.0,0.0,0.0,CESSNA,172,AIR,DVK,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-19T16:00:00Z,False,Aviation,12/6/2024 0:00,,0.0,0.0,0.0,0.0,CESSNA,195A,AIR,6D6,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-19T15:30:00Z,False,Aviation,1/29/2025 0:00,Fatal,1.0,0.0,1.0,2.0,SHEAFFER LEROY B,KITFOX MODEL IV,AIR,58N,true,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2024-07-19T14:08:00Z,False,Aviation,3/20/2025 0:00,,0.0,0.0,0.0,0.0,BELL,OH-58A,HELI,,false,1,TS,AAPL,137,Substantial,VMC,Maneuvering,Completed,Final
ACC,2024-07-19T13:30:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,182,AIR,LFLV,false,,,,NUSN,Substantial,,Enroute,,Prelim
ACC,2024-07-19T11:30:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,EARTHSTAR,E GULL 2000,AIR,CCG3,false,,,,NUSN,Substantial,,Maneuvering,,Prelim
INC,2024-07-19T06:30:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BOEING,737,AIR,,false,,,,NUSC,,,Enroute,,Prelim
ACC,2024-07-18T20:45:00Z,False,Aviation,,Fatal,3.0,0.0,0.0,3.0,CESSNA,421C,,,false,,,,,,,Initial Climb,,
ACC,2024-07-18T19:35:00Z,False,Aviation,4/1/2025 0:00,,0.0,0.0,0.0,0.0,CESSNA,182,AIR,ZPH,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
ACC,2024-07-18T17:25:00Z,False,Aviation,2/27/2025 0:00,Minor,0.0,0.0,1.0,1.0,ROBINSON HELICOPTER,R44,HELI,KCRQ,false,1,REC,INST,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2024-07-18T11:00:00Z,False,Aviation,2/27/2025 0:00,,0.0,0.0,0.0,0.0,BOEING,B75N1/N2S-3,AIR,KCVH,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-18T08:20:00Z,False,Aviation,9/19/2024 0:00,,0.0,0.0,0.0,0.0,CIRRUS DESIGN CORP,SR20,AIR,FL37,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-17T16:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,AIR TRACTOR INC,AT-602,AIR,,false,1,,AAPL,137,Substantial,,Maneuvering,In work,Prelim
ACC,2024-07-17T15:30:00Z,False,Aviation,,,,,,,CESSNA,188,AIR,,false,,,,NUSN,Substantial,,Maneuvering,,Prelim
INC,2024-07-17T09:25:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BOEING,737,AIR,,false,2,,,NUSC,,,Unknown,,Prelim
ACC,2024-07-17T00:16:00Z,False,Aviation,10/16/2024 0:00,Serious,0.0,1.0,1.0,2.0,AIRBUS,A320-232,AIR,MCO,false,2,TF,,121,,VMC,Taxi,Completed,Final
ACC,2024-07-16T18:47:00Z,False,Aviation,2/26/2025 0:00,Minor,0.0,0.0,2.0,2.0,PIPER,PA-28-181,AIR,AXH,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
ACC,2024-07-16T15:30:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,PIPER,PA-36-375,AIR,,false,1,,AAPL,137,Substantial,VMC,Maneuvering,In work,Prelim
ACC,2024-07-16T11:50:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,PIPER,PA34,AIR,MRCE,false,,,,NUSC,Destroyed,,Takeoff,,Prelim
ACC,2024-07-16T10:32:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,CESSNA,402,AIR,,false,2,,POSI,091,Substantial,VMC,Maneuvering,In work,Prelim
ACC,2024-07-16T01:55:00Z,False,Aviation,2/26/2025 0:00,Serious,0.0,1.0,4.0,5.0,MCDONNELL DOUGLAS HELICOPTER,600N,HELI,,false,1,TS,PUBL,PUBU,Destroyed,VMC,Maneuvering,Completed,Final
ACC,2024-07-15T22:25:00Z,False,Aviation,9/27/2024 0:00,,0.0,0.0,0.0,0.0,PIPER,PA28,AIR,ANE,false,1,REC,INST,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2024-07-15T16:53:00Z,False,Aviation,,,,,,,Briten-Norman,BN2A-20,AIR,,false,,,,NUSN,Destroyed,,Approach,,Prelim
ACC,2024-07-15T16:00:00Z,False,Aviation,9/27/2024 0:00,,0.0,0.0,0.0,0.0,CESSNA,A188,AIR,93Y,false,1,REC,AAPL,137,Substantial,VMC,Takeoff,Completed,Final
ACC,2024-07-15T12:45:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,150M,AIR,33S,false,1,,PERS,091,Substantial,VMC,Enroute,In work,Prelim
ACC,2024-07-14T18:35:00Z,False,Aviation,8/22/2024 0:00,,0.0,0.0,0.0,0.0,CESSNA,172R,AIR,50R,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-14T16:00:00Z,False,Aviation,11/8/2024 0:00,Minor,0.0,0.0,2.0,2.0,CESSNA,180,AIR,PVT,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-14T15:35:00Z,False,Aviation,11/8/2024 0:00,,0.0,0.0,0.0,0.0,MOONEY,M20J,AIR,MTP,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-14T10:30:00Z,False,Aviation,2/21/2025 0:00,,0.0,0.0,0.0,0.0,CESSNA,180,AIR,,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2024-07-13T18:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,P206,AIR,,false,1,,UNK,NUSN,Unknown,,Approach,,Prelim
ACC,2024-07-13T17:30:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,172,AIR,,false,,,,NUSN,Substantial,,Enroute,,Prelim
ACC,2024-07-13T16:27:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,AIR TRACTOR,AT802,AIR,,false,1,,AAPL,137,Substantial,VMC,Maneuvering,In work,Prelim
ACC,2024-07-13T12:20:00Z,False,Aviation,,Minor,0.0,0.0,2.0,2.0,CESSNA,150,AIR,,false,,,,NUSN,Substantial,,Enroute,,Prelim
ACC,2024-07-13T11:52:00Z,False,Aviation,9/27/2024 0:00,Minor,0.0,0.0,2.0,2.0,CESSNA,172G,AIR,ETB,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-13T11:45:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,MCDONNELL DOUGLAS HELICOPTER,369E,HELI,P52,false,1,,BUS,135,Substantial,VMC,Maneuvering,In work,Prelim
ACC,2024-07-13T11:35:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,ROBINSON HELICOPTER,R44 II,HELI,,false,1,,INST,091,Substantial,VMC,Emergency Descent,In work,Prelim
ACC,2024-07-13T08:49:00Z,False,Aviation,,Minor,0.0,0.0,2.0,2.0,CESSNA,182B,AIR,,false,1,,PERS,091,Substantial,VMC,Enroute,In work,Prelim
ACC,2024-07-13T08:00:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,EXTRA,200,AIR,,false,,,PERS,NUSN,Destroyed,VMC,Unknown,,Prelim
ACC,2024-07-13T07:50:00Z,False,Aviation,2/21/2025 0:00,Serious,0.0,1.0,0.0,1.0,KUBICEK FACTORY S R O,BB26Z,BALL,,false,0,,PERS,091,,VMC,Landing,Completed,Final
ACC,2024-07-12T18:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,DEHAVILLAND,DHC-2T,AIR,,false,1,,,135,Substantial,VMC,Enroute,In work,Prelim
ACC,2024-07-12T15:21:00Z,False,Aviation,8/30/2024 0:00,,0.0,0.0,0.0,0.0,SKYSTAR,KITFOX,AIR,WLD,true,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-12T15:00:00Z,False,Aviation,11/8/2024 0:00,,0.0,0.0,0.0,0.0,AIR TRACTOR,AT602,AIR,DEC,false,1,TP,POSI,137,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-12T13:30:00Z,False,Aviation,10/22/2024 0:00,,0.0,0.0,0.0,0.0,CESSNA,210,AIR,MVN,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-12T12:10:00Z,False,Aviation,3/28/2025 0:00,,0.0,0.0,0.0,0.0,BEECH,65-B80,AIR,pvt,false,2,REC,BUS,135,Substantial,VMC,Takeoff,Completed,Final
ACC,2024-07-12T10:45:00Z,False,Aviation,9/27/2024 0:00,,0.0,0.0,0.0,0.0,BEECH,58,AIR,3NR3,false,2,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-12T06:30:00Z,False,Aviation,1/10/2025 0:00,,0.0,0.0,0.0,0.0,COVINGTON EDWARD L,SHA-GLASAIR,AIR,JYG,true,1,REC,PERS,091,Destroyed,VMC,Approach,Completed,Final
ACC,2024-07-11T21:35:00Z,False,Aviation,2/21/2025 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-28R-200,AIR,SMF,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2024-07-11T18:05:00Z,False,Aviation,3/6/2025 0:00,Minor,0.0,0.0,1.0,1.0,BELL,407,HELI,,false,1,TS,FIRF,PUBU,Substantial,VMC,Maneuvering,Completed,Final
ACC,2024-07-11T15:07:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,"AIR TRACTOR INC, AIR TRACTOR INC","AT-502B, AT-802A","AIR, AIR",,"false, false","1, 1",,"AAPL, AAPL","137, 137","Destroyed, Minor",VMC,Enroute,In work,Prelim
ACC,2024-07-11T14:05:00Z,False,Aviation,,Fatal,3.0,0.0,0.0,3.0,ROBINSON HELICOPTER,R44,HELI,,false,1,,BUS,091,Substantial,VMC,Unknown,In work,Prelim
ACC,2024-07-11T11:00:00Z,False,Aviation,2/26/2025 0:00,,0.0,0.0,0.0,0.0,GRUMMAN AMERICAN AVN. CORP.,AA-5B,AIR,OZS,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2024-07-11T10:46:00Z,False,Aviation,4/8/2025 0:00,,0.0,0.0,0.0,0.0,CURTISS WRIGHT,C-46R,AIR,ENA,false,2,REC,BUS,125,Substantial,VMC,Takeoff,Completed,Final
ACC,2024-07-11T10:23:00Z,False,Aviation,,Fatal,1.0,0.0,1.0,1.0,CESSNA,402B,AIR,BQN,false,2,,PERS,091,Destroyed,VMC,Approach,In work,Prelim
ACC,2024-07-10T15:08:00Z,False,Aviation,4/1/2025 0:00,Fatal,2.0,0.0,0.0,2.0,PIPER,PA-28-161,AIR,F45,false,1,REC,INST,091,Substantial,VMC,Initial Climb,Completed,Final
ACC,2024-07-10T13:30:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,JONES,LONG-EZ,AIR,,true,1,,PERS,091,Substantial,VMC,Enroute,In work,Prelim
ACC,2024-07-10T13:10:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,AIR TRACTOR INC,AT-802A,AIR,,false,1,,,PUBU,Substantial,VMC,Landing,In work,Prelim
ACC,2024-07-10T11:50:00Z,False,Aviation,9/4/2024 0:00,,0.0,0.0,0.0,0.0,PIPER,PA28,AIR,48A,false,1,REC,INST,091,Substantial,VMC,Approach,Completed,Final
ACC,2024-07-09T19:06:00Z,False,Aviation,2/12/2025 0:00,,0.0,0.0,0.0,0.0,CESSNA,182A,AIR,KJAC,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-09T17:34:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,"BELL, CESSNA","212, 172","HELI, AIR",,"false, false",,,,"NUSN, NUSN","Minor, Substantial",,Unknown,,Prelim
ACC,2024-07-09T12:30:00Z,False,Aviation,3/28/2025 0:00,Minor,0.0,0.0,1.0,1.0,FOXAIR LLC,KITFOX S7 SUPERSPORT,AIR,PFTO,true,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2024-07-09T12:25:00Z,False,Aviation,,,0.0,0.0,0.0,,BOEING,B777,AIR,LIMC,false,,,,NUSC,Substantial,,Takeoff,,Prelim
ACC,2024-07-09T10:35:00Z,False,Aviation,11/19/2024 0:00,,0.0,0.0,0.0,0.0,MCDONNELL DOUGLAS HELICOPTER,369,HELI,,false,1,TS,INST,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-08T21:10:00Z,False,Aviation,4/8/2025 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-18-150,AIR,JZZ,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-08T20:00:00Z,False,Aviation,1/21/2025 0:00,,0.0,0.0,0.0,0.0,BELL,206L-3,HELI,,false,1,TS,AAPL,137,Substantial,VMC,Takeoff,Completed,Final
ACC,2024-07-08T13:30:00Z,False,Aviation,,,,,,,CESSNA,172,AIR,,false,,,,NUSN,Substantial,,Enroute,,Prelim
ACC,2024-07-08T09:50:00Z,False,Aviation,11/8/2024 0:00,Minor,0.0,0.0,1.0,1.0,GRUMMAN ACFT ENG COR-SCHWEIZER,G-164B,AIR,,false,1,TP,AAPL,137,Substantial,VMC,Maneuvering,Completed,Final
INC,2024-07-08T04:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,AIRBUS,A332,AIR,,false,,,,129,,,Landing,,Prelim
ACC,2024-07-07T22:07:00Z,False,Aviation,,Fatal,3.0,0.0,0.0,3.0,CESSNA,182,AIR,,false,1,,POSI,091,Substantial,,Enroute,In work,Prelim
ACC,2024-07-07T19:00:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,FANTASY AIR SRO,ALLEGRO 2007,AIR,,false,1,,PERS,091,Substantial,VMC,Unknown,In work,Prelim
ACC,2024-07-07T17:35:00Z,False,Aviation,,Serious,0.0,1.0,0.0,1.0,MISSOULA AVIATION LLC,SUPER DRIFTER,AIR,3M7,false,1,,PERS,091,Substantial,,Approach,In work,Prelim
ACC,2024-07-07T04:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,172,AIR,,false,,,,NUSN,Substantial,,Landing,,Prelim
ACC,2024-07-06T22:22:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,CHAMPION,7GCBC,AIR,2W3,false,1,,PERS,091,Substantial,VMC,Takeoff,In work,Prelim
INC,2024-07-06T15:26:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,R172E,AIR,,false,1,,INST,091,Minor,VMC,Maneuvering,In work,Prelim
ACC,2024-07-06T14:35:00Z,False,Aviation,2/12/2025 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-22-150,AIR,S21,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-06T14:15:00Z,False,Aviation,2/21/2025 0:00,,0.0,0.0,0.0,0.0,BAXTER DANIEL DAVID,STARDUSTER TOO SA300,AIR,KSPB,true,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-06T14:14:00Z,False,Aviation,9/4/2024 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-28-181,AIR,PIE,false,1,REC,INST,091,Substantial,VMC,Maneuvering,Completed,Final
ACC,2024-07-06T10:55:00Z,False,Aviation,11/8/2024 0:00,Minor,0.0,0.0,2.0,2.0,PROGRESSIVE AERODYNE,Searey,AIR,,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-06T10:15:00Z,False,Aviation,9/19/2024 0:00,Minor,0.0,0.0,1.0,1.0,VANS,RV8,AIR,68MN,true,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-06T09:40:00Z,False,Aviation,9/4/2024 0:00,,0.0,0.0,0.0,0.0,TROZZI THOMAS,SEAREY,AIR,NONE,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-06T06:43:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,182,AIR,,false,,,,NUSN,Substantial,,Takeoff,,Prelim
ACC,2024-07-05T20:40:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,PIPER,PA23,AIR,,false,,,,NUSN,Substantial,,Approach,,Prelim
ACC,2024-07-05T09:01:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,FABER VINCENT L,SCORPION 133,HELI,,true,1,,PERS,091,Destroyed,VMC,Enroute,In work,Prelim
ACC,2024-07-04T21:15:00Z,False,Aviation,11/19/2024 0:00,Minor,0.0,0.0,1.0,1.0,GLOBE,GC-1B,AIR,T47,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
ACC,2024-07-04T20:20:00Z,False,Aviation,1/21/2025 0:00,Fatal,1.0,0.0,0.0,1.0,BUCKEYE,DREAM MACHINE,PPAR,,false,1,REC,PERS,091,Destroyed,VMC,Maneuvering,Completed,Final
ACC,2024-07-04T20:00:00Z,False,Aviation,,,,,,,Just Aircraft,SuperStol,AIR,,false,,,,NUSN,Destroyed,,Takeoff,,Prelim
ACC,2024-07-04T19:30:00Z,False,Aviation,10/22/2024 0:00,,0.0,0.0,0.0,0.0,ROBINSON HELICOPTER COMPANY,R44 II,HELI,,false,1,REC,AAPL,137,Substantial,VMC,Maneuvering,Completed,Final
ACC,2024-07-04T18:25:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,GAME COMPOSITES LLC,GB1 GAMEBIRD,AIR,46U,false,1,,PERS,091,Substantial,VMC,Maneuvering,In work,Prelim
ACC,2024-07-04T17:00:00Z,False,Aviation,4/1/2025 0:00,Minor,0.0,0.0,1.0,1.0,BELLANCA,8GCBC,AIR,,false,1,REC,BANT,091,Substantial,VMC,Maneuvering,Completed,Final
ACC,2024-07-04T15:30:00Z,False,Aviation,8/22/2024 0:00,,0.0,0.0,0.0,0.0,AIR TRACTOR INC,AT-802,AIR,,false,1,TP,FIRF,137,Substantial,VMC,Takeoff,Completed,Final
ACC,2024-07-04T12:30:00Z,False,Aviation,8/22/2024 0:00,,0.0,0.0,0.0,0.0,CESSNA,170,AIR,C91,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-04T11:43:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,ROTORWAY,162 F,HELI,YIP,true,1,,PERS,091,Substantial,VMC,Maneuvering,In work,Prelim
ACC,2024-07-04T11:30:00Z,False,Aviation,11/14/2024 0:00,,0.0,0.0,0.0,0.0,CESSNA,414,AIR,LXV,false,2,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
ACC,2024-07-04T11:10:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,CESSNA,172N,AIR,LHV,false,1,,INST,091,Destroyed,VMC,Initial Climb,In work,Prelim
ACC,2024-07-04T09:02:00Z,False,Aviation,8/22/2024 0:00,,0.0,0.0,0.0,0.0,CESSNA,180,AIR,FYV,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
