index,EventType,EventDate,HasSafetyRec,Mode,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,Make,Model,AirCraftCategory,AirportID,AmateurBuilt,NumberOfEngines,EngineType,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,BroadPhaseofFlight,ReportStatus,MostRecentReportType
3419,ACC,2022-09-27T11:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,PIPER,PA-18,,,false,,,INST,091,,,Unknown,In work,
3420,ACC,2022-09-27T08:45:00Z,False,Aviation,1/9/2023 0:00,,0.0,0.0,0.0,0.0,CESSNA,180H,AIR,HRI,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
3421,ACC,2022-09-26T23:00:00Z,False,Aviation,5/11/2023 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-28R-200,AIR,CLW,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
3422,ACC,2022-09-26T16:30:00Z,False,Aviation,1/9/2023 0:00,,0.0,0.0,0.0,0.0,CESSNA,172M,AIR,9S4,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
3423,ACC,2022-09-26T14:39:00Z,False,Aviation,12/20/2022 0:00,,0.0,0.0,0.0,0.0,CESSNA,180,AIR,XWA,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
3424,ACC,2022-09-26T10:00:00Z,False,Aviation,1/30/2024 0:00,,0.0,0.0,0.0,0.0,CESSNA,414,AIR,AGS,false,2,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
3425,ACC,2022-09-26T09:10:00Z,False,Aviation,1/9/2023 0:00,Minor,0.0,0.0,2.0,2.0,ROBINSON HELICOPTER,R22 BETA,HELI,,false,1,REC,INST,091,Substantial,VMC,Emergency Descent,Completed,Final
3426,INC,2022-09-25T22:15:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BOEING,737,AIR,,false,,,,NUSC,Substantial,,Landing,,Prelim
3427,ACC,2022-09-25T19:19:00Z,False,Aviation,5/11/2023 0:00,,0.0,0.0,0.0,0.0,PIPER,PA60,AIR,RGA,false,2,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
3428,ACC,2022-09-25T15:30:00Z,False,Aviation,1/26/2023 0:00,,0.0,0.0,0.0,0.0,CESSNA,150L,AIR,,false,1,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
3429,ACC,2022-09-25T15:11:00Z,False,Aviation,12/15/2022 0:00,Minor,0.0,0.0,1.0,1.0,HIBBARD NORMAN E,THORP T-18,AIR,RCV,true,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
3430,ACC,2022-09-25T14:00:00Z,False,Aviation,2/28/2024 0:00,Fatal,1.0,0.0,0.0,1.0,CESSNA,180A,AIR,,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
3431,ACC,2022-09-25T10:30:00Z,False,Aviation,2/23/2023 0:00,Minor,0.0,0.0,1.0,1.0,HARTUNIAN ROBERT,PULSAR XP,AIR,L35,true,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
3432,ACC,2022-09-24T20:00:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,Challenger,II,AIR,,false,,,,NUSN,Destroyed,,Enroute,,Prelim
3433,ACC,2022-09-24T19:11:00Z,False,Aviation,9/11/2024 0:00,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
3434,ACC,2022-09-24T13:45:00Z,False,Aviation,5/11/2023 0:00,Serious,0.0,1.0,0.0,1.0,TAYLORCRAFT,BC12,AIR,D51,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
3435,ACC,2022-09-24T09:20:00Z,False,Aviation,12/15/2022 0:00,Serious,0.0,1.0,1.0,2.0,DESTINY,XLT,PPAR,20A,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
3436,ACC,2022-09-24T01:40:00Z,False,Aviation,,Minor,0.0,0.0,3.0,3.0,BOEING,737,AIR,,false,,,,NUSC,Unknown,,Landing,,Prelim
3437,ACC,2022-09-23T18:11:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,Wagaero,Sportsman,AIR,,false,,,,NUSN,Substantial,,Unknown,,Prelim
3438,ACC,2022-09-23T12:00:00Z,False,Aviation,12/15/2022 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-18-150,AIR,NONE,false,1,REC,OWRK,091,Substantial,VMC,Taxi,Completed,Final
3439,OCC,2022-09-23T09:15:00Z,False,Aviation,,,,,,,ATR,ATR72,AIR,,false,2,,,129,,,Enroute,,Prelim
3440,ACC,2022-09-22T21:30:00Z,False,Aviation,12/20/2022 0:00,Minor,0.0,0.0,1.0,1.0,PIPER,PA-28RT-201,AIR,U42,false,1,REC,INST,091,Substantial,VMC,Approach,Completed,Final
3441,ACC,2022-09-22T16:30:00Z,False,Aviation,8/15/2023 0:00,,0.0,0.0,0.0,0.0,COMMANDER AIRCRAFT CO,114TC,AIR,,false,1,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
3442,ACC,2022-09-22T16:10:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,PIPER,PA38,AIR,,false,,,,NUSN,Substantial,,Landing,,Prelim
3443,ACC,2022-09-22T15:39:00Z,False,Aviation,5/2/2024 0:00,Fatal,1.0,0.0,0.0,1.0,PIPER,PA-28-140,AIR,,false,1,REC,PERS,091,Destroyed,IMC,Enroute,Completed,Final
3444,ACC,2022-09-22T14:57:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,C172,AIR,,false,,,,NUSN,Substantial,,Taxi,,Prelim
3445,INC,2022-09-22T13:00:00Z,False,Aviation,9/19/2024 0:00,,0.0,0.0,0.0,0.0,AIRBUS,A330-243,AIR,,false,2,TF,,121,,VMC,Enroute,Completed,Final
3446,ACC,2022-09-22T08:00:00Z,False,Aviation,1/31/2024 0:00,,0.0,0.0,0.0,0.0,ZENITH,CH 750,AIR,LUK,true,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
3447,ACC,2022-09-21T17:11:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,EMBRAER,EMB720,AIR,,false,,,,NUSN,Destroyed,,Enroute,,Prelim
3448,ACC,2022-09-21T16:20:00Z,False,Aviation,5/11/2023 0:00,,0.0,0.0,0.0,0.0,CESSNA,180,AIR,OXB,false,1,REC,BUS,091,Substantial,VMC,Landing,Completed,Final
3449,ACC,2022-09-21T11:00:00Z,False,Aviation,7/10/2024 0:00,Fatal,1.0,0.0,1.0,2.0,NORTHWING DESIGN,APACHE SPORT,WSFT,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
3450,ACC,2022-09-21T04:00:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,MERIWETHER JON,ARION LIGHTNING,AIR,,false,1,,PERS,NUSN,Destroyed,,Maneuvering,,Prelim
3451,ACC,2022-09-20T11:30:00Z,False,Aviation,12/15/2022 0:00,,0.0,0.0,0.0,0.0,MOSSMAN MICHAEL D,ZENAIR CH 601 HD,AIR,6I4,true,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
3452,ACC,2022-09-20T08:09:00Z,False,Aviation,9/11/2024 0:00,,0.0,0.0,0.0,0.0,CESSNA,525B,AIR,PSC,false,2,TF,BUS,091,Destroyed,VMC,Landing,Completed,Final
3453,ACC,2022-09-20T04:00:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,BAE,3201EP,AIR,,false,,,,NUSC,Destroyed,,Takeoff,,Prelim
3454,OCC,2022-09-19T18:55:00Z,False,Aviation,,,,,,,BEECH,1900,AIR,,false,,,,NUSC,Unknown,,Landing,,Prelim
3455,ACC,2022-09-19T14:48:00Z,False,Aviation,1/30/2024 0:00,Fatal,2.0,0.0,0.0,2.0,CHAMPION,AERONCA 7AC,AIR,00N,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
3456,INC,2022-09-19T12:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,ATR,ATR72,AIR,,false,,,,NUSC,,,Approach,,Prelim
3457,ACC,2022-09-19T10:38:00Z,False,Aviation,1/9/2023 0:00,,0.0,0.0,0.0,0.0,ANGUS WATT,ZENAIR STOLCH 750,AIR,U97,true,1,,PERS,091,Substantial,VMC,Approach,Completed,Final
3458,INC,2022-09-19T10:20:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,172,AIR,,false,,,,NUSN,Unknown,,Enroute,,Prelim
3459,ACC,2022-09-19T04:00:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,AIR TRACTOR,AT502,AIR,,false,,,,NUSN,Substantial,,Maneuvering,,Prelim
3460,ACC,2022-09-18T19:30:00Z,False,Aviation,12/15/2022 0:00,Minor,0.0,0.0,2.0,2.0,DEHAVILLAND,DHC-2,AIR,,false,1,REC,,135,Substantial,VMC,Takeoff,Completed,Final
3461,ACC,2022-09-18T16:44:00Z,False,Aviation,10/3/2024 0:00,Fatal,1.0,0.0,0.0,1.0,AEROVODOCHODY,L-29 DELFIN,AIR,RTS,false,1,TJ,ASHO,091,Destroyed,VMC,Maneuvering,Completed,Final
3462,ACC,2022-09-18T16:00:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,CESSNA,172,AIR,,false,,,,NUSN,Substantial,,Unknown,,Prelim
3463,ACC,2022-09-18T14:00:00Z,False,Aviation,12/15/2022 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-12,AIR,,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
3464,ACC,2022-09-18T12:18:00Z,False,Aviation,1/31/2024 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-22-150,AIR,GBR,false,1,REC,INST,091,Substantial,VMC,Approach,Completed,Final
3465,ACC,2022-09-17T19:47:00Z,False,Aviation,10/23/2024 0:00,Fatal,2.0,0.0,0.0,2.0,WREN RONNIE D,TITAN II,AIR,FD02,true,1,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
3466,ACC,2022-09-17T19:45:00Z,False,Aviation,12/15/2022 0:00,,0.0,0.0,0.0,0.0,SLIPSTREAM,Revelation,AIR,1I9,true,1,REC,PERS,091,Destroyed,VMC,Approach,Completed,Final
3467,ACC,2022-09-17T19:00:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,EVEKTOR,EV97,AIR,,false,,,,NUSN,Substantial,,Enroute,,Prelim
3468,ACC,2022-09-17T13:02:00Z,False,Aviation,8/29/2024 0:00,Minor,0.0,0.0,1.0,1.0,ROCKWELL INTERNATIONAL,700,AIR,GKT,false,2,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
3469,ACC,2022-09-17T09:53:00Z,False,Aviation,9/5/2024 0:00,Fatal,3.0,0.0,0.0,3.0,SONEX AIRCRAFT,172S,AIR,,true,1,REC,INST,091,Destroyed,VMC,Enroute,Completed,Final
3470,ACC,2022-09-16T17:30:00Z,False,Aviation,5/2/2024 0:00,Minor,0.0,0.0,2.0,2.0,CESSNA,172L,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
3471,ACC,2022-09-16T14:35:00Z,False,Aviation,4/25/2024 0:00,Fatal,2.0,0.0,0.0,2.0,TROM WAYNE,VANS RV6A,AIR,,true,1,REC,PERS,091,Destroyed,VMC,Enroute,Completed,Final
3472,ACC,2022-09-16T13:30:00Z,False,Aviation,12/15/2022 0:00,Minor,0.0,0.0,1.0,1.0,PIPER,PA-18-150,AIR,,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
3473,ACC,2022-09-15T23:36:00Z,False,Aviation,,,,,,,FAIRCHILD,227,AIR,,false,,,,NUSN,Substantial,,Initial Climb,,Prelim
3474,ACC,2022-09-15T15:42:00Z,False,Aviation,9/26/2024 0:00,,0.0,0.0,0.0,0.0,JACQUNEAUX GLEN R,CGS HAWK,AIR,,true,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
3475,ACC,2022-09-15T13:02:00Z,False,Aviation,4/25/2024 0:00,,0.0,0.0,0.0,0.0,BEECH,M35,AIR,HND,false,1,REC,INST,091,Substantial,VMC,Approach,Completed,Final
3476,ACC,2022-09-15T08:50:00Z,False,Aviation,5/11/2023 0:00,Minor,0.0,0.0,1.0,1.0,YAKOVLEV,YAK-55M,AIR,,false,1,,PERS,091,Substantial,VMC,Enroute,Completed,Final
3477,ACC,2022-09-15T00:00:00Z,False,Aviation,3/28/2024 0:00,Fatal,1.0,0.0,0.0,1.0,PIPER,PA32,AIR,,false,1,REC,PERS,091,Destroyed,VMC,Enroute,Completed,Final
3478,ACC,2022-09-14T16:00:00Z,False,Aviation,,,,,,,PIPER,PA 46-350P,AIR,,false,1,,,NUSN,Substantial,,Approach,,Prelim
3479,ACC,2022-09-14T13:30:00Z,False,Aviation,5/11/2023 0:00,Serious,0.0,1.0,0.0,1.0,KUMHYR DAVID B,VANS RV-8A,AIR,AL55,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
3480,ACC,2022-09-14T13:22:00Z,False,Aviation,11/29/2023 0:00,Fatal,2.0,0.0,0.0,2.0,PIPER,PA-28R-201,AIR,,false,1,REC,PERS,091,Destroyed,VMC,Initial Climb,Completed,Final
3481,ACC,2022-09-14T12:40:00Z,False,Aviation,2/7/2024 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-28R-180,AIR,EIK,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
3482,ACC,2022-09-14T11:55:00Z,False,Aviation,10/3/2024 0:00,Fatal,2.0,0.0,0.0,2.0,SKILES KENNETH C,RV-6A,AIR,,true,1,REC,PERS,091,Substantial,IMC,Enroute,Completed,Final
3483,INC,2022-09-14T04:00:00Z,False,Aviation,,,,,,,BOEING,787,AIR,,false,,,,NUSC,None,,Enroute,,Prelim
3484,ACC,2022-09-13T19:45:00Z,False,Aviation,3/23/2023 0:00,,0.0,0.0,0.0,0.0,ZENITH,CH701,AIR,SYN,true,1,,PERS,091,Substantial,VMC,Landing,Completed,Final
3485,ACC,2022-09-13T18:00:00Z,False,Aviation,1/30/2024 0:00,,0.0,0.0,0.0,0.0,WILLIAM L BELL,VANS RV-7A,AIR,,true,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
3486,ACC,2022-09-13T12:32:00Z,False,Aviation,10/5/2023 0:00,,0.0,0.0,0.0,0.0,CESSNA,172,AIR,CHA,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
3487,ACC,2022-09-13T12:00:00Z,False,Aviation,9/26/2024 0:00,Fatal,2.0,0.0,0.0,2.0,PIPER,PA46,AIR,,false,1,REC,PERS,091,Substantial,IMC,Enroute,Completed,Final
3488,ACC,2022-09-12T15:18:00Z,False,Aviation,8/21/2024 0:00,Fatal,1.0,1.0,0.0,2.0,PIPISTREL ITALIA S R L,SINUS 912 LSA,GLI,89TA,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
3489,ACC,2022-09-12T04:00:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,AIR TRACTOR,AT502,AIR,,false,,,,NUSN,Substantial,,Unknown,,Prelim
3490,ACC,2022-09-12T04:00:00Z,False,Aviation,,,,,,,Kodiak,100,AIR,,false,,,,129,Substantial,,Approach,,Prelim
3491,ACC,2022-09-11T20:00:00Z,False,Aviation,12/20/2023 0:00,,0.0,0.0,0.0,0.0,CESSNA,A188A,AIR,CNB,false,1,REC,AAPL,137,Substantial,VMC,Landing,Completed,Final
3492,ACC,2022-09-11T19:59:00Z,False,Aviation,1/19/2023 0:00,Minor,0.0,0.0,2.0,2.0,CESSNA,172M,AIR,,false,1,REC,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
3493,ACC,2022-09-11T16:50:00Z,False,Aviation,7/18/2023 0:00,,0.0,0.0,0.0,0.0,BOEING,737-7H4,AIR,KORD,false,2,TF,,121,Minor,VMC,Taxi,Completed,Final
3494,ACC,2022-09-11T14:30:00Z,False,Aviation,5/11/2023 0:00,,0.0,0.0,0.0,0.0,AUTOGYRO USA LLC,CALIDUS,GYRO,JZP,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
3495,ACC,2022-09-11T13:17:00Z,False,Aviation,,Fatal,1.0,0.0,0.0,1.0,EUROCOPTER,EC120B,HELI,,false,1,,,UNK,Destroyed,,Unknown,,Prelim
3496,ACC,2022-09-10T17:00:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,CESSNA,207,AIR,,false,,,BUS,NUSN,Unknown,,,,Prelim
3497,ACC,2022-09-10T16:50:00Z,False,Aviation,4/25/2024 0:00,Minor,0.0,0.0,3.0,3.0,BELL HELICOPTER TEXTRON,206L-1,HELI,BNG,false,1,TS,FIRF,091,Substantial,VMC,Landing,Completed,Final
3498,ACC,2022-09-10T16:30:00Z,False,Aviation,6/28/2023 0:00,Minor,0.0,0.0,1.0,1.0,LUSCOMBE,8,AIR,,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
3499,ACC,2022-09-10T14:50:00Z,False,Aviation,,Fatal,1.0,0.0,5.0,6.0,CESSNA,208B,AIR,,false,,,,NUSC,Substantial,,Unknown,,Prelim
3500,ACC,2022-09-10T13:37:00Z,False,Aviation,9/18/2024 0:00,Fatal,1.0,0.0,0.0,1.0,BEECH,95-B55,AIR,,false,2,REC,PERS,091,Substantial,IMC,Approach,Completed,Final
3501,ACC,2022-09-10T10:00:00Z,False,Aviation,1/26/2023 0:00,,0.0,0.0,0.0,0.0,CHAMPION,7FC,AIR,12CN,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
3502,ACC,2022-09-09T19:45:00Z,False,Aviation,1/30/2024 0:00,,0.0,0.0,0.0,0.0,ENGINEERING & RESEARCH,415-C,AIR,GQQ,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
3503,ACC,2022-09-09T18:05:00Z,False,Aviation,12/15/2022 0:00,,0.0,0.0,0.0,0.0,DIAMOND AIRCRAFT IND INC,DA20-C1,AIR,VGT,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
3504,ACC,2022-09-09T17:41:00Z,False,Aviation,,Minor,0.0,0.0,2.0,2.0,CESSNA,172,AIR,,false,,,,NUSN,Substantial,,Unknown,,Prelim
3505,ACC,2022-09-09T16:40:00Z,False,Aviation,,,,,,,CESSNA,A188B,AIR,,false,1,,AAPL,NUSC,Substantial,,,,Prelim
3506,ACC,2022-09-09T16:30:00Z,False,Aviation,8/29/2024 0:00,,0.0,0.0,0.0,0.0,CESSNA,U206,AIR,,false,1,REC,BUS,135,Substantial,VMC,Enroute,Completed,Final
3507,ACC,2022-09-09T16:02:00Z,False,Aviation,9/18/2024 0:00,Minor,0.0,0.0,2.0,2.0,CIRRUS DESIGN CORP,SF50,AIR,ISM,false,1,TF,PERS,091,Substantial,IMC,Approach,Completed,Final
3508,ACC,2022-09-09T15:30:00Z,False,Aviation,12/8/2022 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-18-105 SPECIAL,AIR,,false,1,REC,PUBF,PUBU,Substantial,VMC,Initial Climb,Completed,Final
3509,ACC,2022-09-09T14:14:00Z,False,Aviation,10/3/2024 0:00,Minor,0.0,0.0,2.0,2.0,GATES LEAR JET CORP.,36,AIR,NZY,false,2,TF,OWRK,PUBU,Substantial,VMC,Landing,Completed,Final
3510,ACC,2022-09-09T13:15:00Z,False,Aviation,12/15/2022 0:00,,0.0,0.0,0.0,0.0,CIRRUS DESIGN CORP,SR20,AIR,EYE,false,1,REC,INST,091,Substantial,VMC,Landing,Completed,Final
3511,ACC,2022-09-09T12:32:00Z,False,Aviation,5/16/2024 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-39,AIR,CDW,false,2,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
3512,ACC,2022-09-09T08:50:00Z,False,Aviation,1/30/2024 0:00,,0.0,0.0,0.0,0.0,PIPER,PA32RT,AIR,1T8,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
3513,ACC,2022-09-08T17:26:00Z,False,Aviation,7/10/2024 0:00,Fatal,2.0,0.0,0.0,2.0,CZECH SPORT AIRCRAFT,Piper Sport,AIR,SMO,false,1,REC,INST,091,Destroyed,VMC,Landing,Completed,Final
3514,ACC,2022-09-08T14:20:00Z,False,Aviation,1/30/2024 0:00,Minor,0.0,0.0,2.0,2.0,PIPER,PA-28R-200,AIR,MDQ,false,1,REC,INST,091,Substantial,VMC,Approach,Completed,Final
3515,ACC,2022-09-07T16:55:00Z,False,Aviation,9/11/2024 0:00,Minor,0.0,0.0,1.0,1.0,BELL,205A-1,HELI,,false,1,TS,FIRF,PUBU,Substantial,VMC,Maneuvering,Completed,Final
3516,ACC,2022-09-07T16:20:00Z,False,Aviation,1/30/2024 0:00,Serious,0.0,1.0,1.0,2.0,ZENITH,750,AIR,54MO,true,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
3517,ACC,2022-09-07T16:00:00Z,False,Aviation,12/8/2022 0:00,,0.0,0.0,0.0,0.0,CESSNA,152,AIR,U42,false,1,REC,INST,091,Substantial,VMC,Initial Climb,Completed,Final
3518,ACC,2022-09-07T15:53:00Z,False,Aviation,7/10/2024 0:00,,0.0,0.0,0.0,0.0,CESSNA,750,AIR,IWA,false,2,TJ,POSI,091,Substantial,VMC,Initial Climb,Completed,Final
3519,ACC,2022-09-07T09:23:00Z,False,Aviation,12/8/2022 0:00,Serious,0.0,1.0,1.0,2.0,CESSNA,U206G,AIR,,false,1,REC,,135,Minor,VMC,Landing,Completed,Final
3520,ACC,2022-09-06T18:00:00Z,False,Aviation,12/15/2022 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-18-150,AIR,,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
3521,ACC,2022-09-06T14:25:00Z,False,Aviation,1/4/2024 0:00,Fatal,2.0,0.0,0.0,2.0,CONWAY PHILIP J,Glasair Super II SFT,AIR,RGK,true,1,REC,INST,091,Substantial,VMC,Approach,Completed,Final
3522,ACC,2022-09-06T04:00:00Z,False,Aviation,,,,,,,AGUSTA,A119,HELI,,false,,,,NUSN,Substantial,,Unknown,,Prelim
3523,ACC,2022-09-05T18:11:00Z,False,Aviation,5/14/2024 0:00,Fatal,2.0,0.0,0.0,2.0,CESSNA,182,AIR,,false,1,REC,PERS,091,Destroyed,VMC,Enroute,Completed,Final
3524,ACC,2022-09-05T17:15:00Z,False,Aviation,10/6/2022 0:00,,0.0,0.0,0.0,0.0,BEECH,36,AIR,KTUP,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
3525,ACC,2022-09-05T16:55:00Z,False,Aviation,5/11/2023 0:00,Serious,0.0,2.0,0.0,2.0,CESSNA,177B,AIR,,false,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
3526,ACC,2022-09-05T11:30:00Z,False,Aviation,9/18/2024 0:00,Serious,0.0,2.0,0.0,2.0,BUXBAUM MARK EDWARD,LONG EZ,AIR,,true,1,REC,PERS,091,Substantial,VMC,Enroute,Completed,Final
3527,ACC,2022-09-05T11:20:00Z,False,Aviation,12/8/2022 0:00,Minor,0.0,0.0,1.0,1.0,CESSNA,120,AIR,SPB,false,1,REC,PERS,091,Substantial,VMC,Taxi,Completed,Final
3528,ACC,2022-09-05T10:48:00Z,False,Aviation,9/11/2024 0:00,Fatal,1.0,0.0,0.0,1.0,RUTAN,VARIEZE,AIR,O22,true,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
3529,ACC,2022-09-04T21:35:00Z,False,Aviation,7/18/2023 0:00,Serious,0.0,1.0,0.0,1.0,AIRBUS,220,AIR,,false,2,TF,,121,,VMC,Enroute,Completed,Final
3530,ACC,2022-09-04T18:45:00Z,False,Aviation,,Fatal,4.0,0.0,0.0,4.0,CESSNA,551,AIR,,false,,,,NUSN,Destroyed,,Enroute,,Prelim
3531,ACC,2022-09-04T16:09:00Z,True,Aviation,10/11/2023 0:00,Fatal,10.0,0.0,0.0,10.0,DEHAVILLAND,DHC-3,AIR,,false,1,TP,,135,Destroyed,VMC,Enroute,Completed,Final
3532,ACC,2022-09-04T16:00:00Z,False,Aviation,,Fatal,2.0,0.0,0.0,2.0,ROBINSON,R66,HELI,,false,1,,PERS,NUSN,Substantial,IMC,Initial Climb,,Prelim
3533,ACC,2022-09-04T15:00:00Z,False,Aviation,10/6/2022 0:00,,0.0,0.0,0.0,0.0,CESSNA,182N,AIR,1N7,false,1,REC,GLDT,091,Substantial,VMC,Taxi,Completed,Final
3534,ACC,2022-09-04T09:40:00Z,False,Aviation,4/25/2024 0:00,Fatal,2.0,0.0,0.0,2.0,BEECH,58,AIR,,false,2,REC,INST,091,Substantial,VMC,Maneuvering,Completed,Final
3535,ACC,2022-09-04T08:57:00Z,False,Aviation,8/21/2024 0:00,Serious,0.0,1.0,0.0,1.0,BELL,407,HELI,,false,1,TS,OWRK,091,Substantial,VMC,Approach,Completed,Final
3536,ACC,2022-09-04T08:15:00Z,False,Aviation,12/20/2022 0:00,Serious,0.0,1.0,0.0,1.0,Firefly Balloons,Firefly 8B-15,BALL,,false,0,,PERS,091,,VMC,Landing,Completed,Final
3537,ACC,2022-09-03T21:00:00Z,False,Aviation,12/8/2022 0:00,Minor,0.0,0.0,1.0,1.0,CESSNA,180H,AIR,AK0,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
3538,INC,2022-09-03T18:58:00Z,False,Aviation,,,0.0,0.0,0.0,0.0,BOEING,737,AIR,,false,,,,NUSC,Unknown,,Standing,,Prelim
3539,ACC,2022-09-03T18:40:00Z,False,Aviation,3/20/2024 0:00,Fatal,1.0,0.0,0.0,1.0,ROTORWAY,JETEXEC,HELI,,true,1,TS,PERS,091,Destroyed,IMC,Enroute,Completed,Final
3540,ACC,2022-09-03T17:35:00Z,False,Aviation,3/7/2024 0:00,,0.0,0.0,0.0,0.0,CESSNA,172,AIR,FIG,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
3541,ACC,2022-09-03T17:23:00Z,False,Aviation,5/11/2023 0:00,Minor,0.0,0.0,1.0,1.0,SCHWEIZER,SGS 2-33A,GLI,,false,0,,PERS,091,Substantial,VMC,Maneuvering,Completed,Final
3542,ACC,2022-09-03T16:00:00Z,False,Aviation,9/5/2024 0:00,Serious,0.0,2.0,0.0,2.0,CESSNA,180,AIR,23S,false,1,REC,PERS,091,Substantial,VMC,Approach,Completed,Final
3543,ACC,2022-09-03T16:00:00Z,False,Aviation,1/9/2023 0:00,,0.0,0.0,0.0,0.0,ALISPORT SRL,SILENT 2 ELECTRO,GLI,4S2,false,1,ELEC,PERS,091,Substantial,VMC,Landing,Completed,Final
3544,ACC,2022-09-03T15:09:00Z,False,Aviation,1/30/2024 0:00,,0.0,0.0,0.0,0.0,PIPER,PA28,AIR,3G3,false,1,REC,PERS,091,Substantial,VMC,Initial Climb,Completed,Final
3545,ACC,2022-09-03T11:21:00Z,False,Aviation,2/9/2023 0:00,,0.0,0.0,0.0,0.0,BEECH,C90A,AIR,,false,2,TP,UNK,UNK,Substantial,VMC,Maneuvering,Completed,Final
3546,ACC,2022-09-02T22:00:00Z,False,Aviation,11/1/2022 0:00,,0.0,0.0,0.0,0.0,PIPER,PA-18-150,AIR,PVT,false,1,REC,PERS,091,Substantial,VMC,Takeoff,Completed,Final
3547,ACC,2022-09-02T20:35:00Z,False,Aviation,12/8/2022 0:00,,0.0,0.0,0.0,0.0,STINSON,10A,AIR,,false,1,REC,PERS,091,Substantial,VMC,Landing,Completed,Final
