index,EventType,EventDate,HasSafetyRec,Mode,OriginalPublishedDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,OnboardInjuryCount,Make,Model,AirCraftCategory,AirportID,AmateurBuilt,NumberOfEngines,EngineType,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,BroadPhaseofFlight,ReportStatus,MostRecentReportType,FatalYN
6778,1,2024-09-22T16:40:00Z,False,0,?,?,0.0,0.0,0.0,0.0,993,1725,0,576,False,,0,0,10,0,0,3,0,0,0
6779,0,2024-09-22T13:48:00Z,False,0,?,Fatal,1.0,0.0,1.0,2.0,1309,844,1,576,False,0.125,0,15,0,3,3,6,2,3,1
6780,0,2024-09-22T10:30:00Z,False,0,1/21/2025 0:00,?,0.0,0.0,0.0,0.0,250,32,1,1112,False,0.125,5,13,0,3,3,5,1,2,0
6781,0,2024-09-21T20:11:00Z,False,0,3/13/2025 0:00,Minor,0.0,0.0,2.0,2.0,250,85,1,2332,False,0.125,5,15,0,3,3,5,1,2,0
6782,0,2024-09-21T18:43:00Z,False,0,?,?,0.0,0.0,0.0,0.0,100,474,1,576,False,0.125,0,13,0,3,3,5,2,3,0
6783,0,2024-09-21T17:30:00Z,False,0,1/21/2025 0:00,?,0.0,0.0,0.0,0.0,739,448,1,1823,False,0.125,5,15,0,3,3,5,1,2,0
6784,0,2024-09-21T16:20:00Z,False,0,?,?,0.0,0.0,0.0,0.0,160,142,6,576,False,0.125,0,15,13,1,0,4,0,3,0
6785,0,2024-09-21T12:10:00Z,False,0,?,?,0.0,0.0,0.0,0.0,894,1683,1,923,False,,0,0,13,3,0,3,0,3,0
6786,0,2024-09-21T10:15:00Z,False,0,1/10/2025 0:00,?,0.0,0.0,0.0,0.0,541,1118,1,576,False,0.125,5,1,9,3,3,3,1,2,0
6787,0,2024-09-21T09:30:00Z,False,0,3/13/2025 0:00,?,0.0,0.0,0.0,0.0,282,2151,1,2720,True,0.125,5,15,0,3,3,5,1,2,0
6788,0,2024-09-21T03:30:00Z,False,0,?,?,0.0,0.0,0.0,0.0,896,1580,1,2204,False,0.125,0,6,8,4,3,10,2,3,0
6789,0,2024-09-20T21:23:00Z,False,0,4/22/2025 0:00,?,0.0,0.0,0.0,0.0,627,1174,1,718,False,0.25,5,15,0,2,3,9,1,2,0
6790,0,2024-09-20T20:30:00Z,False,0,1/10/2025 0:00,Minor,0.0,0.0,2.0,2.0,711,1231,1,2699,True,0.125,5,15,0,3,3,4,1,2,0
6791,0,2024-09-20T17:48:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,956,1823,1,430,False,0.125,0,15,0,3,3,10,2,3,1
6792,0,2024-09-20T16:48:00Z,False,0,4/1/2025 0:00,?,0.0,0.0,0.0,0.0,250,71,1,564,False,0.125,5,15,0,3,3,5,1,2,0
6793,0,2024-09-20T16:43:00Z,False,0,?,Minor,0.0,0.0,1.0,1.0,250,69,1,2553,False,0.125,0,11,0,3,3,4,2,3,0
6794,0,2024-09-20T14:58:00Z,False,0,?,?,0.0,0.0,0.0,0.0,250,75,1,1808,False,0.125,0,13,0,4,3,5,2,3,0
6795,0,2024-09-20T13:45:00Z,False,0,4/22/2025 0:00,?,0.0,0.0,0.0,0.0,1309,2216,1,2835,False,0.125,5,15,0,2,3,11,1,2,0
6796,0,2024-09-20T13:04:00Z,False,0,?,Serious,0.0,2.0,0.0,2.0,896,1640,1,1182,False,0.25,0,13,0,3,3,1,2,3,0
6797,1,2024-09-20T07:21:00Z,False,0,?,?,?,?,?,?,45,516,1,576,False,,0,0,12,0,0,3,0,3,0
6798,1,2024-09-20T04:00:00Z,False,0,?,?,?,?,?,?,775,1419,1,576,False,,0,0,12,0,0,3,0,3,0
6799,0,2024-09-19T21:03:00Z,False,0,?,Minor,0.0,0.0,2.0,2.0,35,672,6,1468,False,0.125,0,0,8,3,3,5,2,3,0
6800,0,2024-09-19T20:35:00Z,False,0,11/8/2024 0:00,?,0.0,0.0,0.0,0.0,905,2179,1,1532,False,0.125,5,15,0,3,3,5,1,2,0
6801,0,2024-09-19T16:30:00Z,False,0,4/2/2025 0:00,Minor,0.0,0.0,1.0,1.0,250,69,1,576,False,0.125,5,15,0,3,3,3,1,2,0
6802,1,2024-09-19T15:05:00Z,False,0,?,?,?,?,?,?,179,356,1,576,False,,0,0,12,0,0,4,0,3,0
6803,0,2024-09-19T13:47:00Z,False,0,3/27/2025 0:00,Serious,0.0,2.0,2.0,4.0,179,395,1,576,False,0.25,6,0,4,0,3,3,1,2,0
6804,0,2024-09-19T11:03:00Z,False,0,1/21/2025 0:00,Minor,0.0,0.0,1.0,1.0,301,819,1,158,True,0.125,5,15,0,3,3,5,1,2,0
6805,0,2024-09-19T09:19:00Z,False,0,?,Minor,0.0,0.0,1.0,1.0,250,2120,1,1679,False,0.125,0,14,0,3,3,3,2,3,0
6806,0,2024-09-18T21:30:00Z,False,0,?,Minor,0.0,0.0,1.0,1.0,541,1130,1,576,False,,0,0,13,3,0,6,0,3,0
6807,0,2024-09-18T17:40:00Z,False,0,?,?,0.0,0.0,0.0,0.0,896,1580,1,576,False,0.125,0,6,8,4,3,11,2,3,0
6808,0,2024-09-18T10:50:00Z,False,0,1/21/2025 0:00,?,0.0,0.0,0.0,0.0,250,122,1,1005,False,0.125,5,15,0,3,3,5,1,2,0
6809,0,2024-09-18T08:15:00Z,False,0,?,?,?,?,?,?,1179,1523,0,576,False,,0,0,13,0,0,6,0,0,0
6810,0,2024-09-17T18:30:00Z,False,0,4/1/2025 0:00,?,0.0,0.0,0.0,0.0,250,261,1,754,False,0.25,5,0,8,3,3,4,1,2,0
6811,0,2024-09-17T15:30:00Z,False,0,3/20/2025 0:00,?,0.0,0.0,0.0,0.0,250,70,1,964,False,0.125,5,13,0,3,3,4,1,2,0
6812,0,2024-09-17T10:55:00Z,False,0,4/24/2025 0:00,Serious,0.0,1.0,1.0,2.0,250,72,1,4,False,0.125,5,15,0,3,3,3,1,2,0
6813,0,2024-09-17T01:40:00Z,False,0,3/13/2025 0:00,?,0.0,0.0,0.0,0.0,963,695,1,1857,False,0.25,8,14,8,3,3,5,1,2,0
6814,1,2024-09-16T23:30:00Z,False,0,?,?,?,?,?,?,179,366,1,576,False,0.25,0,0,6,0,0,3,0,3,0
6815,0,2024-09-16T19:00:00Z,False,0,?,?,0.0,0.0,0.0,0.0,250,57,1,576,False,0.125,0,15,0,3,0,1,2,3,0
6816,0,2024-09-16T13:23:00Z,False,0,?,?,0.0,0.0,0.0,0.0,250,154,1,576,False,,0,0,13,3,0,5,0,3,0
6817,0,2024-09-16T10:46:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,1182,1144,1,1909,False,0.125,0,13,0,3,3,1,2,3,1
6818,1,2024-09-16T04:00:00Z,False,0,?,?,?,?,?,?,391,931,1,576,False,,0,0,12,0,0,3,0,3,0
6819,1,2024-09-16T04:00:00Z,False,0,?,?,?,?,?,?,45,523,1,576,False,,0,0,12,0,0,4,0,3,0
6820,0,2024-09-15T23:04:00Z,False,0,?,Fatal,4.0,0.0,0.0,4.0,250,152,1,1689,False,0.125,0,15,0,1,1,1,2,3,1
6821,0,2024-09-15T18:00:00Z,False,0,?,Serious,0.0,3.0,0.0,3.0,996,1727,6,576,False,0.125,0,15,0,3,3,10,2,3,0
6822,0,2024-09-15T16:00:00Z,False,0,?,?,?,?,?,?,896,1570,1,576,False,0.125,0,15,0,3,0,5,2,3,0
6823,0,2024-09-15T14:00:00Z,False,0,?,?,?,?,?,?,896,1570,1,576,False,0.125,0,15,0,3,0,11,2,3,0
6824,1,2024-09-15T13:25:00Z,False,0,?,?,0.0,0.0,0.0,0.0,767,1402,1,576,True,,0,0,13,2,0,13,0,3,0
6825,0,2024-09-15T13:00:00Z,False,0,?,?,0.0,0.0,0.0,0.0,896,1570,1,576,False,0.125,0,15,0,3,3,10,2,3,0
6826,0,2024-09-15T12:30:00Z,False,0,?,?,0.0,0.0,0.0,0.0,250,45,1,576,False,,0,0,13,3,0,3,0,3,0
6827,0,2024-09-15T09:30:00Z,False,0,?,?,0.0,0.0,0.0,0.0,101,472,1,2682,False,0.125,0,15,0,3,3,5,2,3,0
6828,0,2024-09-14T15:05:00Z,False,0,?,?,0.0,0.0,0.0,0.0,896,1668,1,780,False,0.125,0,15,0,3,3,4,2,3,0
6829,1,2024-09-14T12:48:00Z,False,0,?,?,0.0,0.0,0.0,0.0,270,1896,1,676,False,0.125,0,15,0,2,3,1,2,3,0
6830,0,2024-09-14T10:30:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,665,1262,1,39,True,0.125,0,15,0,3,3,13,2,3,1
6831,0,2024-09-13T21:00:00Z,False,0,?,?,0.0,0.0,0.0,0.0,1123,9,1,576,False,0.125,0,15,0,3,3,3,2,3,0
6832,0,2024-09-13T20:00:00Z,False,0,?,?,0.0,0.0,0.0,0.0,250,97,1,576,False,0.125,0,15,0,3,3,5,2,3,0
6833,0,2024-09-13T19:35:00Z,False,0,1/21/2025 0:00,?,0.0,0.0,0.0,0.0,28,1790,2,576,False,0.125,0,15,0,3,3,1,1,2,0
6834,0,2024-09-13T17:30:00Z,False,0,1/21/2025 0:00,Minor,0.0,0.0,1.0,1.0,1271,2152,1,1484,True,0.125,5,15,0,3,3,5,1,2,0
6835,0,2024-09-13T17:00:00Z,False,0,?,Minor,0.0,0.0,1.0,1.0,250,89,1,1781,False,0.125,0,15,0,4,3,3,2,3,0
6836,0,2024-09-13T09:03:00Z,False,0,?,Fatal,2.0,0.0,0.0,2.0,254,441,1,576,False,0.125,0,15,0,3,3,13,2,3,1
6837,0,2024-09-12T19:35:00Z,False,0,?,Fatal,2.0,0.0,4.0,6.0,896,1584,1,2038,False,0.25,0,0,13,3,0,1,0,3,1
6838,0,2024-09-12T14:30:00Z,False,0,3/20/2025 0:00,Minor,0.0,0.0,1.0,1.0,683,2025,1,2298,True,0.125,5,15,0,3,3,1,1,2,0
6839,0,2024-09-12T13:05:00Z,False,0,?,?,0.0,0.0,0.0,0.0,896,1558,1,576,False,0.125,0,15,0,3,3,3,2,3,0
6840,0,2024-09-12T12:37:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,579,1136,1,1771,False,0.125,0,15,0,1,3,4,2,3,1
6841,1,2024-09-12T10:14:00Z,False,0,?,?,0.0,0.0,0.0,0.0,179,365,1,749,False,0.25,0,0,4,2,0,10,2,3,0
6842,1,2024-09-11T18:15:00Z,False,0,?,?,0.0,0.0,0.0,0.0,421,1025,1,1120,False,0.25,0,0,13,0,0,3,0,3,0
6843,0,2024-09-11T17:00:00Z,False,0,11/19/2024 0:00,?,0.0,0.0,0.0,0.0,683,1219,1,853,True,0.125,5,15,0,3,3,10,1,2,0
6844,0,2024-09-11T15:00:00Z,False,0,?,?,0.0,0.0,0.0,0.0,605,239,6,576,False,0.125,0,8,7,3,3,6,2,3,0
6845,0,2024-09-11T13:12:00Z,False,0,?,Minor,0.0,0.0,1.0,1.0,250,58,1,499,False,0.125,0,15,0,3,3,3,2,3,0
6846,0,2024-09-11T11:46:00Z,False,0,11/8/2024 0:00,?,0.0,0.0,0.0,0.0,896,1594,1,2116,False,0.125,5,13,0,3,3,1,1,2,0
6847,0,2024-09-11T10:40:00Z,False,0,?,Minor,0.0,0.0,2.0,2.0,250,60,1,576,False,0.125,0,13,0,3,3,4,2,3,0
6848,0,2024-09-11T06:37:00Z,False,0,?,?,0.0,0.0,0.0,0.0,689,1281,6,576,False,,0,0,13,3,0,3,0,3,0
6849,0,2024-09-10T17:12:00Z,False,0,1/21/2025 0:00,?,0.0,0.0,0.0,0.0,187,2197,1,714,True,0.125,5,15,0,3,3,10,1,2,0
6850,0,2024-09-10T13:45:00Z,False,0,4/24/2025 0:00,Fatal,1.0,0.0,0.0,1.0,1099,1940,1,256,True,0.125,5,15,0,3,3,10,1,2,1
6851,0,2024-09-10T12:00:00Z,False,0,1/10/2025 0:00,?,0.0,0.0,0.0,0.0,157,536,1,2636,False,0.125,5,15,0,3,3,5,1,2,0
6852,0,2024-09-10T11:07:00Z,False,0,?,Minor,0.0,0.0,1.0,1.0,840,535,1,1524,False,0.25,0,0,4,2,3,11,2,3,0
6853,0,2024-09-10T09:43:00Z,False,0,?,?,0.0,0.0,0.0,0.0,40,649,1,576,False,0.125,0,1,9,3,3,6,2,3,0
6854,0,2024-09-09T23:10:00Z,False,0,?,Minor,0.0,0.0,1.0,1.0,250,97,0,576,False,,0,0,15,0,0,1,0,0,0
6855,0,2024-09-09T15:57:00Z,False,0,?,?,0.0,0.0,0.0,?,157,130,0,576,False,,0,0,12,0,0,3,0,0,0
6856,0,2024-09-09T02:35:00Z,False,0,?,Serious,0.0,3.0,0.0,3.0,93,663,1,576,False,,0,0,12,3,0,10,0,3,0
6857,1,2024-09-08T21:35:00Z,False,0,?,?,?,?,?,?,45,523,0,576,False,,0,0,10,0,0,4,0,0,0
6858,0,2024-09-08T16:33:00Z,False,0,?,Serious,0.0,1.0,0.0,1.0,166,438,1,2344,False,0.125,0,16,0,3,3,3,2,3,0
6859,0,2024-09-08T15:00:00Z,False,0,1/3/2025 0:00,?,0.0,0.0,0.0,0.0,157,319,1,2329,False,0.25,5,15,0,3,3,10,1,2,0
6860,0,2024-09-08T13:25:00Z,False,0,?,Fatal,4.0,0.0,0.0,4.0,896,1663,1,699,False,0.125,0,13,0,3,3,13,2,3,1
6861,0,2024-09-08T07:50:00Z,False,0,?,Serious,0.0,1.0,0.0,1.0,811,1386,1,2202,False,0.125,0,15,0,3,3,3,2,3,0
6862,0,2024-09-07T16:50:00Z,False,0,1/3/2025 0:00,?,0.0,0.0,0.0,0.0,896,1600,1,576,False,0.125,5,15,0,3,3,3,1,2,0
6863,0,2024-09-07T15:40:00Z,False,0,?,Fatal,2.0,0.0,0.0,2.0,320,60,1,576,False,,0,0,6,1,0,3,0,3,1
6864,0,2024-09-07T15:40:00Z,False,0,?,Fatal,2.0,0.0,0.0,2.0,250,60,1,1031,False,,0,0,13,1,0,10,0,3,1
6865,0,2024-09-07T12:30:00Z,False,0,11/8/2024 0:00,Minor,0.0,0.0,1.0,1.0,963,319,1,1258,False,0.25,5,15,0,3,3,5,1,2,0
6866,0,2024-09-07T11:30:00Z,False,0,?,?,0.0,0.0,0.0,0.0,1175,722,1,576,False,0.125,0,15,0,3,3,3,2,3,0
6867,0,2024-09-07T10:24:00Z,False,0,?,Fatal,1.0,0.0,4.0,5.0,160,145,6,576,False,0.125,0,0,8,3,1,6,2,3,1
6868,0,2024-09-07T10:02:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,533,194,1,576,False,0.125,0,0,13,1,0,13,0,3,1
6869,0,2024-09-06T16:25:00Z,False,0,1/21/2025 0:00,?,0.0,0.0,0.0,0.0,811,1381,1,2192,False,0.125,5,13,0,3,3,5,1,2,0
6870,0,2024-09-06T13:59:00Z,False,0,?,Fatal,1.0,1.0,0.0,2.0,179,543,1,576,False,0.125,0,15,0,3,3,3,2,3,1
6871,0,2024-09-06T11:52:00Z,False,0,3/13/2025 0:00,?,0.0,0.0,0.0,0.0,65,1434,10,2234,False,0.75,1,11,0,1,3,3,1,2,0
6872,0,2024-09-06T11:30:00Z,False,0,1/10/2025 0:00,?,0.0,0.0,0.0,0.0,994,1725,6,1278,False,0.125,5,13,0,3,3,6,1,2,0
6873,0,2024-09-06T10:48:00Z,False,0,?,Fatal,4.0,0.0,0.0,4.0,898,1556,1,608,False,0.125,0,15,0,1,3,1,2,3,1
6874,0,2024-09-06T01:44:00Z,False,0,?,?,?,?,?,?,179,427,1,576,False,,0,0,12,2,0,3,0,3,0
6875,0,2024-09-06T01:36:00Z,False,0,?,Serious,0.0,2.0,0.0,2.0,896,1587,1,1354,False,0.125,0,15,0,1,3,10,2,3,0
6876,0,2024-09-05T11:14:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,40,644,1,576,False,0.125,0,1,9,3,3,6,2,3,1
6877,0,2024-09-04T21:30:00Z,False,0,1/3/2025 0:00,?,0.0,0.0,0.0,0.0,896,1594,1,576,False,0.125,5,3,0,3,3,3,1,2,0
6878,0,2024-09-04T20:50:00Z,False,0,?,?,0.0,0.0,0.0,0.0,896,1606,1,1924,False,0.125,0,15,0,3,3,5,2,3,0
6879,0,2024-09-04T20:30:00Z,False,0,?,Minor,0.0,0.0,1.0,1.0,896,1601,1,2538,False,0.125,0,13,0,3,3,1,2,3,0
6880,0,2024-09-04T18:00:00Z,False,0,3/20/2025 0:00,?,0.0,0.0,0.0,0.0,1183,155,1,453,False,0.125,8,15,0,3,3,10,1,2,0
6881,0,2024-09-04T12:21:00Z,False,0,?,Fatal,2.0,0.0,0.0,2.0,544,552,1,2292,False,0.125,0,13,0,3,3,3,2,3,1
6882,0,2024-09-04T11:00:00Z,False,0,?,?,0.0,0.0,0.0,0.0,896,1573,1,576,False,0.125,0,15,0,3,0,10,2,3,0
6883,0,2024-09-04T10:57:00Z,False,0,?,Serious,0.0,1.0,0.0,1.0,179,424,1,576,False,,0,0,6,2,0,3,0,3,0
6884,1,2024-09-02T17:24:00Z,False,0,?,?,?,?,?,?,45,534,1,576,False,,0,0,12,2,0,4,0,3,0
6885,0,2024-09-02T16:30:00Z,False,0,?,?,0.0,0.0,0.0,0.0,896,1594,1,367,False,0.125,0,15,0,3,3,10,2,3,0
6886,0,2024-09-02T13:15:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,84,872,11,576,False,0.125,0,15,0,3,3,6,2,3,1
6887,0,2024-09-02T11:30:00Z,False,0,4/22/2025 0:00,?,0.0,0.0,0.0,0.0,250,45,1,576,False,0.125,5,15,0,3,3,10,1,2,0
6888,0,2024-09-02T10:14:00Z,False,0,1/2/2025 0:00,Minor,0.0,0.0,2.0,2.0,1326,2246,1,576,True,0.125,5,15,0,3,3,3,1,2,0
6889,0,2024-09-02T02:15:00Z,False,0,3/13/2025 0:00,?,0.0,0.0,0.0,0.0,896,1601,1,1646,False,0.125,5,13,0,3,3,11,1,2,0
6890,0,2024-09-01T17:20:00Z,False,0,10/22/2024 0:00,?,0.0,0.0,0.0,0.0,728,1306,4,576,False,0.0,0,15,0,3,3,5,1,2,0
6891,0,2024-09-01T16:20:00Z,False,0,?,?,0.0,0.0,0.0,0.0,379,921,1,2864,False,0.25,0,15,0,3,3,5,2,3,0
6892,0,2024-09-01T15:30:00Z,False,0,3/6/2025 0:00,?,?,?,?,?,1189,2083,1,859,True,0.125,5,15,0,3,3,5,1,2,0
6893,0,2024-09-01T14:10:00Z,False,0,1/10/2025 0:00,Minor,0.0,0.0,3.0,3.0,250,85,1,1971,False,0.125,5,15,0,3,3,5,1,2,0
6894,0,2024-09-01T12:38:00Z,False,0,1/21/2025 0:00,Serious,0.0,1.0,1.0,2.0,965,1772,1,576,True,0.125,5,15,0,3,3,3,1,2,0
6895,0,2024-09-01T12:02:00Z,False,0,?,Fatal,1.0,1.0,0.0,2.0,70,451,1,882,False,0.125,0,15,0,1,3,3,2,3,1
6896,1,2024-09-01T11:30:00Z,False,0,?,?,?,?,?,?,250,2119,0,576,False,,0,0,13,0,0,1,0,0,0
6897,0,2024-09-01T09:00:00Z,False,0,4/22/2025 0:00,?,0.0,0.0,0.0,0.0,474,876,1,2497,False,0.125,5,15,0,3,3,5,1,2,0
6898,0,2024-08-31T19:00:00Z,False,0,?,?,0.0,0.0,0.0,0.0,896,1570,1,576,False,0.125,0,15,0,3,3,5,2,3,0
6899,0,2024-08-31T16:50:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,13,135,1,998,False,0.125,0,15,0,3,3,10,2,3,1
6900,0,2024-08-31T16:30:00Z,False,0,2/11/2025 0:00,?,?,?,?,?,250,101,1,576,False,0.125,5,22,0,3,3,13,1,2,0
6901,0,2024-08-31T15:40:00Z,False,0,3/6/2025 0:00,?,0.0,0.0,0.0,0.0,875,393,1,344,False,0.125,8,21,0,3,3,13,1,2,0
6902,0,2024-08-31T13:40:00Z,False,0,?,?,0.0,0.0,0.0,0.0,166,451,1,188,False,0.125,0,15,0,3,3,5,2,3,0
6903,0,2024-08-31T12:30:00Z,False,0,1/10/2025 0:00,?,0.0,0.0,0.0,0.0,250,83,1,1859,False,,5,15,0,3,3,10,1,2,0
6904,0,2024-08-31T11:30:00Z,False,0,?,Fatal,3.0,0.0,0.0,2.0,250,277,1,2686,False,0.25,0,15,0,3,3,13,2,3,1
6905,0,2024-08-31T11:15:00Z,False,0,?,Fatal,1.0,0.0,1.0,2.0,896,247,1,1749,False,,0,0,13,3,0,5,0,3,1
6906,0,2024-08-31T11:00:00Z,False,0,?,Fatal,?,?,?,?,896,1570,1,576,False,0.125,0,6,0,3,3,13,2,3,1
6907,0,2024-08-31T04:00:00Z,False,0,?,?,?,?,?,?,45,534,0,576,False,,0,0,6,0,0,11,2,0,0
6908,0,2024-08-30T17:18:00Z,False,0,?,Serious,0.0,2.0,0.0,2.0,250,39,1,576,False,0.125,0,15,0,3,3,13,2,3,0
6909,0,2024-08-30T16:16:00Z,False,0,1/21/2025 0:00,Serious,0.0,1.0,1.0,2.0,811,1388,1,334,False,0.125,5,15,0,3,3,5,1,2,0
6910,0,2024-08-30T14:30:00Z,False,0,4/8/2025 0:00,?,0.0,0.0,0.0,0.0,739,443,1,712,False,0.125,5,15,0,3,3,3,1,2,0
6911,0,2024-08-30T14:21:00Z,False,0,4/1/2025 0:00,Fatal,1.0,0.0,0.0,1.0,1047,614,4,219,False,0.125,5,15,0,3,3,10,1,2,1
6912,0,2024-08-30T13:02:00Z,False,0,?,?,?,?,?,?,179,984,0,576,False,,0,0,10,0,0,6,0,0,0
6913,0,2024-08-30T12:27:00Z,False,0,3/13/2025 0:00,?,0.0,0.0,0.0,0.0,250,2038,1,2890,False,0.125,5,15,0,3,3,5,1,2,0
6914,0,2024-08-30T08:05:00Z,False,0,4/22/2025 0:00,Serious,0.0,1.0,0.0,1.0,1292,2132,6,2890,False,0.125,9,1,9,3,3,6,1,2,0
6915,0,2024-08-29T20:00:00Z,False,0,?,?,0.0,0.0,0.0,0.0,896,1655,1,576,False,0.125,0,15,0,3,3,6,2,3,0
6916,0,2024-08-29T18:30:00Z,False,0,?,?,?,?,?,?,179,356,1,576,False,,0,0,12,3,0,5,0,3,0
6917,0,2024-08-29T18:23:00Z,False,0,?,?,0.0,0.0,0.0,0.0,250,60,1,2794,False,0.125,0,11,0,3,3,2,2,3,0
6918,0,2024-08-29T16:40:00Z,False,0,?,Fatal,2.0,0.0,0.0,2.0,1183,2038,1,295,False,0.125,0,15,0,1,3,5,2,3,1
6919,0,2024-08-28T16:15:00Z,False,0,3/6/2025 0:00,?,0.0,0.0,0.0,0.0,1003,735,1,228,True,0.125,5,15,0,3,3,5,1,2,0
6920,0,2024-08-28T12:00:00Z,False,0,?,?,0.0,0.0,0.0,0.0,250,99,1,2251,False,0.125,0,6,0,3,3,5,2,3,0
6921,0,2024-08-27T20:07:00Z,False,0,12/19/2024 0:00,Minor,0.0,0.0,1.0,1.0,254,436,1,576,False,0.125,5,15,0,3,3,3,1,2,0
6922,0,2024-08-27T19:50:00Z,False,0,?,?,0.0,0.0,0.0,0.0,179,405,1,2123,False,,0,0,12,3,0,5,0,3,0
6923,0,2024-08-27T18:45:00Z,False,0,10/24/2024 0:00,?,0.0,0.0,0.0,0.0,432,2181,1,2181,True,0.125,5,15,0,3,3,10,1,2,0
6924,0,2024-08-27T18:45:00Z,False,0,?,?,?,?,?,?,157,1239,1,786,False,0.125,0,15,0,3,3,5,2,3,0
6925,0,2024-08-27T17:24:00Z,False,0,?,?,0.0,0.0,0.0,0.0,250,45,1,1110,False,0.125,0,13,13,3,0,6,0,3,0
6926,0,2024-08-27T11:00:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,896,1648,1,576,False,,0,0,13,1,0,10,0,3,1
6927,0,2024-08-26T14:01:00Z,False,0,12/19/2024 0:00,?,0.0,0.0,0.0,0.0,157,693,1,1482,False,0.25,8,15,0,3,3,5,1,2,0
6928,0,2024-08-26T11:05:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,157,319,1,576,False,,0,0,13,1,0,3,0,3,1
6929,0,2024-08-26T10:44:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,896,1594,1,576,False,0.125,0,15,0,3,0,3,2,3,1
6930,0,2024-08-26T09:41:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,956,1825,1,576,True,0.125,0,15,0,3,1,3,2,3,1
6931,0,2024-08-26T09:15:00Z,False,0,11/8/2024 0:00,Minor,0.0,0.0,1.0,1.0,19,336,1,861,False,0.125,5,15,0,3,3,10,1,2,0
6932,0,2024-08-25T15:20:00Z,False,0,11/8/2024 0:00,?,0.0,0.0,0.0,0.0,250,201,1,264,False,0.125,5,13,0,3,3,5,1,2,0
6933,0,2024-08-25T13:24:00Z,False,0,?,Serious,0.0,1.0,0.0,1.0,908,1819,1,2606,True,0.125,0,15,0,1,3,1,2,3,0
6934,1,2024-08-25T09:36:00Z,False,0,?,?,0.0,0.0,0.0,0.0,179,356,1,576,False,0.25,0,0,12,0,0,3,0,3,0
6935,0,2024-08-24T21:45:00Z,False,0,?,?,0.0,0.0,0.0,0.0,896,1580,1,576,False,0.125,0,15,0,3,3,5,2,3,0
6936,0,2024-08-24T11:10:00Z,False,0,?,Fatal,1.0,0.0,0.0,1.0,250,493,1,576,False,0.125,0,15,0,3,3,5,2,3,1
6937,0,2024-08-24T10:00:00Z,False,0,?,Minor,0.0,0.0,3.0,3.0,726,592,6,576,False,,0,0,15,1,0,13,0,3,0
6938,0,2024-08-24T04:00:00Z,False,0,?,Serious,0.0,1.0,0.0,?,179,394,1,576,False,0.25,0,0,12,0,0,9,0,3,0
6939,0,2024-08-23T18:00:00Z,False,0,?,?,0.0,0.0,0.0,0.0,250,99,1,576,False,0.125,0,6,0,3,0,10,2,3,0
6940,0,2024-08-23T14:30:00Z,False,0,?,Fatal,1.0,0.0,1.0,1.0,89,1505,6,576,False,0.125,0,1,9,3,3,5,2,3,1
6941,0,2024-08-23T11:50:00Z,False,0,3/6/2025 0:00,?,0.0,0.0,0.0,0.0,250,111,1,229,False,0.125,5,15,0,3,3,11,1,2,0
6942,0,2024-08-23T11:30:00Z,False,0,?,?,0.0,0.0,0.0,0.0,165,305,6,1886,False,0.125,0,13,0,3,3,5,2,3,0
6943,1,2024-08-23T09:01:00Z,False,0,?,?,0.0,0.0,0.0,0.0,250,261,1,1244,False,,0,0,13,3,0,5,0,3,0
6944,0,2024-08-22T18:00:00Z,False,0,?,?,0.0,0.0,0.0,0.0,993,1728,6,576,False,0.125,0,0,13,3,3,4,0,3,0
6945,0,2024-08-22T17:00:00Z,False,0,11/8/2024 0:00,?,0.0,0.0,0.0,0.0,250,60,1,1801,False,0.125,5,15,0,3,3,5,1,2,0
6946,0,2024-08-22T13:15:00Z,False,0,1/21/2025 0:00,?,0.0,0.0,0.0,0.0,250,97,1,2096,False,0.125,5,15,0,3,3,5,1,2,0
6947,0,2024-08-22T12:20:00Z,False,0,?,Fatal,2.0,0.0,0.0,2.0,880,1535,1,1788,False,,0,0,13,3,0,10,0,3,1
6948,0,2024-08-22T04:00:00Z,False,0,?,Fatal,9.0,0.0,0.0,9.0,250,154,1,576,False,,0,0,15,3,0,13,0,3,1
6949,0,2024-08-21T17:30:00Z,False,0,11/19/2024 0:00,Minor,0.0,0.0,1.0,1.0,896,1600,1,169,False,0.125,5,13,0,3,3,1,1,2,0
6950,0,2024-08-21T09:11:00Z,False,0,?,?,?,?,?,?,179,356,1,2577,False,0.25,0,0,12,3,0,9,0,3,0
