"Mkey	EventDate	City	State	Country	ReportNo	N#	SerialNumber	HasSafetyRec	Mode	ReportType	OriginalPublishedDate	DocketOriginalPublishedDate	HighestInjuryLevel	FatalInjuryCount	SeriousInjuryCount	MinorInjuryCount	OnboardInjuryCount	OnGroundInjuryCount	ProbableCause	Findings	EventID	Latitude	Longitude 	Make	Model	AirCraftCategory	AirportID	AirportName	AmateurBuilt	NumberOfEngines	EngineType	Scheduled	PurposeOfFlight	FAR	AirCraftDamage	WeatherCondition	Operator	BroadPhaseofFlight	ReportStatus	RepGenFlag	MostRecentReportType	DocketUrl	ReportUrl			",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ENG21WA030	INC	103440	2021-05-04T11:30:00Z	Wallis & Futuna		Wallis And Futuna		F-OCQZ		FALSE	Aviation													-14.298299999999999	-178.064	DE HAVILLAND	DHC6	AIR			false					NUSC	None			Approach	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA21WA104	ACC	103048	2021-05-03T11:48:00Z	Durban	Other Foreign	South Africa		ZS-HBR		FALSE	Aviation				Fatal	2	0	0	2							ROBINSON	R22	HELI			false					NUSN	Substantial			Enroute	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA21LA204	ACC	103020	2021-05-03T11:36:00Z	Winchester	Virginia	United States		N772J	366	FALSE	Aviation	DirectorBrief	9/22/2021 0:00	2021-08-31T19:00:00Z	Minor	0	0	1	1		The pilot’s loss of directional control on landing. Contributing to the outcome was the pilot’s decision to continue the aborted landing after the airplane had departed the runway surface.	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained", Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot," Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot""		39.144069000000002	-78.14547	JABIRU AIRCRAFT PTY LTD	J170-D	AIR	OKV	WINCHESTER RGNL	false	1	REC		INST	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103020	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103020/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR21LA182	ACC	103022	2021-05-03T10:55:00Z	Royal City	Washington	United States		N8209T	17556909	FALSE	Aviation	DirectorBrief	9/20/2021 0:00	2021-09-01T11:00:00Z	Minor	0	0	1	1		""The pilot’s failure to maintain airplane control during a landing with a tailwind which resulted in excessive ground speed"," runway over run and subsequent nose over.""	""Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on equipment", Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained""		46.926636999999999	-119.86174	CESSNA	175B	AIR	PVT	Private	false	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103022	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103022/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA21LA202	ACC	103014	2021-05-02T16:38:00Z	Martinsville	Virginia	United States		N1089D	172S10269	FALSE	Aviation	DirectorBrief	9/20/2021 0:00	2021-08-24T19:00:00Z	None	0	0	0	0		""The pilot’s improper pitch control during a go-around in gusting crosswind conditions"," which resulted in a tail strike and a runway excursion.""	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot"," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Incorrect use/operation""		36.631359000000003	-80.018125	CESSNA	172S	AIR	MTV	BLUE RIDGE	false	1	REC		PERS	091	Substantial	VMC		Approach	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103014	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103014/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA21WA103	ACC	103047	2021-05-02T16:15:00Z	Rayón		Mexico		N1206G	66-00786	FALSE	Aviation				None	0	0	0	0					21.84355	-99.639564	PRECISION HELICOPTERS LLC	UH-1H	HELI			false	1				UNK	Substantial			Maneuvering	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	CEN21FA207	ACC	103011	2021-05-02T15:52:00Z	Oxford	Iowa	United States		N1215M	21061924	FALSE	Aviation	DirectorBrief	7/20/2022 0:00	2022-04-26T04:00:00Z	Fatal	1	0	0	1		""The pilot’s loss of directional control during landing in gusting crosswind conditions that exceeded the airplane’s capability and his decision to attempt to takeoff from a field"," which resulted in collision with a power pole/line and terrain.""	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot", Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Aircraft capability - Maximum crosswind component - Capability exceeded, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot," Environmental issues - Physical environment - Terrain - Rough terrain - Effect on operation""		41.752564999999997	-91.718851	CESSNA	T210M	AIR	IA24	GREEN CASTLE	false	1	REC		PERS	091	Destroyed	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103011	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103011/pdf",,,,,,,,,,,,,,,,,
"cases2021.csv	WPR21LA180	ACC	103016	2021-05-02T15:45:00Z	Cuba	New Mexico	United States		N9127B	36727	FALSE	Aviation	DirectorBrief	8/20/2021 0:00	2021-08-03T11:00:00Z	Minor	0	0	1	1		""The pilot's failure to maintain lateral control during takeoff after an encounter with a gusting wind"," which resulted in a wing strike.""	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained", Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot," Environmental issues - Conditions/weather/phenomena - Wind - Dust devil/whirlwind - Effect on operation""		36.022239999999996	-106.95837	CESSNA	172	AIR	NM2	Cuba Landing Strip Airport	false	1	REC		PERS	091	Substantial	VMC	MURROW WILLIAM R	Takeoff	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103016	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103016/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA21WA213	ACC	103763	2021-05-02T15:00:00Z	""El Carmen"," Jujuy Province""	Other Foreign	Argentina		LV-MZX		FALSE	Aviation				None	0	0	0	0							PIPER	PA38	AIR			false					NUSN	Substantial			Maneuvering	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA21LA203	ACC	103017	2021-05-02T14:00:00Z	Williamson	Georgia	United States		N6915S	15067615	FALSE	Aviation	DirectorBrief	11/16/2021 0:00	2021-10-12T19:00:00Z	None	0	0	0	0	0	""The pilot's decision to land the airplane with a tailwind"," which led to a runway excursion.""	""Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Decision related to condition"," Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot""		33.157684000000003	-84.375627	CESSNA	150	AIR	5GA3	EAGLES LANDING	false	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103017	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103017/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA21FA200	ACC	103009	2021-05-02T13:18:00Z	Wingate	North Carolina	United States		N4528T	1973	FALSE	Aviation	DirectorBrief	1/19/2023 0:00	2023-01-19T22:30:00Z	Fatal	1	0	0	1	0	""The pilot’s failure to maintain clearance from a power line during a low-level aerial application flight", resulting in tail rotor impact with the power line, a loss of control," and subsequent impact with the ground.""	""Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot"," Environmental issues - Physical environment - Object/animal/substance - Wire - Response/compensation""		34.882269000000001	-80.435991	ROBINSON HELICOPTER	R44	HELI			false	1	REC		AAPL	137	Substantial	VMC	KRITTER CROPDUSTING INC	Maneuvering	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103009	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103009/pdf",,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR21LA191	ACC	103069	2021-05-02T08:15:00Z	Phoenix	Arizona	United States		N500UM	500/18	FALSE	Aviation	DirectorBrief	8/20/2021 0:00	2021-08-20T11:00:00Z	Serious	0	1	0	1		""The pilot’s inability to maintain control after the balloon's encounter with an unexpected wind gust"," which resulted in a collision with a tree.""	""Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on equipment"," Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot""		33.827447999999997	-112.10134	ULTRAMAGIC S A	N-500	BALL	None		false	0		NSCH	OWRK	091	Minor	VMC	RANDY LONG COMPANIES LLC	Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103069	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103069/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR21LA181	ACC	103018	2021-05-02T08:00:00Z	Driggs	Idaho	United States		N9BB	18503356	FALSE	Aviation	DirectorBrief	8/20/2021 0:00		None	0	0	0	0		""The pilot’s failure to maintain directional control while landing with gusting wind conditions"," which resulted in a ground loop.""	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot", Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained," Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation""		43.738101999999998	-111.10748	CESSNA	A185F	AIR	DIJ	DRIGGS-REED MEML	false	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final		https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103018/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA21WA100	ACC	103024	2021-05-01T22:30:00Z	Rio Bravo		Guatemala		TG-SEN		FALSE	Aviation				Fatal	4	1	0	5					14.375778	-91.371528	BELL	206	HELI			false					NUSC	Substantial			Unknown	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA21LA227	ACC	103131	2021-05-01T20:39:00Z	Charleston	South Carolina	United States		N803SC	5500615	FALSE	Aviation	DirectorBrief	9/22/2021 0:00	2021-08-31T19:00:00Z	None	0	0	0	0		The airplane's impact with a deer during takeoff.	Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Effect on equipment		32.694848	-80.003008	CESSNA	550	AIR	JZI	CHARLESTON EXEC	false	2	TF		PERS	091	Substantial	VMC	STB AVIATION LLC	Takeoff	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103131	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103131/pdf",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA21LA201	ACC	103010	2021-05-01T14:28:00Z	Lakeland	Florida	United States		N125WC	E781	FALSE	Aviation	DirectorBrief	5/10/2023 0:00	2023-05-10T17:00:00Z	Fatal	1	1	0	2	0	The total loss of engine power for reasons that could not be determined based on the available evidence.	Not determined - Not determined - (general) - (general) - Unknown/Not determined		27.989563	-81.99518	BEECH	A36	AIR	LAL	Lakeland Linder International	false	1	REC		PERS	091	Destroyed	VMC		Approach	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103010	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103010/pdf",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA21WA106	ACC	103053	2021-05-01T12:20:00Z	Tempsford		United Kingdom		G-EDGY		FALSE	Aviation				None	0	0	0	0							EDGE	540	AIR			false					NUSN	Substantial			Maneuvering	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ANC21LA035	ACC	103025	2021-05-01T11:20:00Z	Lanai City	Hawaii	United States		N3929	17276061	FALSE	Aviation	DirectorBrief	12/17/2021 0:00	2021-11-12T12:00:00Z	Minor	0	0	1	1		""The solo student pilot’s failure to maintain directional control during landing in crosswind conditions"," which resulted in a runway excursion and a nose-over.""	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained", Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot," Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation""		20.790600000000001	-156.9499	CESSNA	172P	AIR	LNY	LANAI	false	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103025	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103025/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	CEN21LA208	ACC	103030	2021-05-01T09:25:00Z	Hutchinson	Kansas	United States		N2378Z	M-102	FALSE	Aviation	DirectorBrief	7/20/2022 0:00	2022-06-13T19:00:00Z	Minor	0	0	2	2		""The pilot’s failure to abort the takeoff and his high pitch attitude after takeoff"," which resulted in an exceedance of the critical angle of attack and a subsequent aerodynamic stall.""	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Not attained/maintained", Personnel issues - Action/decision - Action - Lack of action - Pilot," Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot""		38.066155000000002	-97.86049	BEECH	23	AIR	HUT	Hutchinson Regional Airport	false	1	REC	NSCH	PERS	091	Substantial	VMC	Pilot	Initial Climb	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103030	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103030/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA21LA205	ACC	103031	2021-04-30T17:29:00Z	Columbia	Kentucky	United States		N2136M	28-7816253	FALSE	Aviation	DirectorBrief	8/20/2021 0:00	2021-08-17T19:00:00Z	None	0	0	0	0		""The pilot’s failure to obtain a proper touchdown point on the runway"," which resulted in a runway excursion.""	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained"," Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot""		37.085638000000003	-85.343805	PIPER	PA-28-161	AIR	I96	COLUMBIA-ADAIR COUNTY	false	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103031	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103031/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA21WA098	ACC	103015	2021-04-29T17:25:00Z	Región de Ñuble	Other Foreign	Chile		CC-PPZ		FALSE	Aviation				None	0	0	0	0					-36.582799999999999	-72.0317	ROBINSON	R44	HELI			false					091	Substantial			Landing	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR21LA179	ACC	102999	2021-04-29T16:20:00Z	Corvallis	Oregon	United States		N125RJ	30-1351	FALSE	Aviation	DirectorBrief	10/19/2021 0:00	2021-09-21T14:00:00Z	None	0	0	0	0		The pilot’s failure to maintain airplane control during a simulated engine out landing which resulted in impact with terrain.	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot"," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained""		44.491720000000001	-123.2933	PIPER	PA-30B	AIR	CVO	CORVALLIS MUNI	false	2	REC		PERS	091	Substantial	VMC	Aurora Flight Training	Approach	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=102999	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/102999/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	OPS21LA002	INC	103049	2021-04-29T15:07:00Z	St Petersburg-Clearwater	Florida	United States		""N306NV"," N370SD""	""2420"," 69-7659""	FALSE	Aviation	DirectorBrief	9/22/2023 0:00	2023-09-22T17:00:00Z	None	0	0	0	0	0	""The air traffic controller’s failure to properly scan the runway and local area", and their general loss of situational awareness," resulting in a near midair collision. Contributing to the incident was the Cessna 337 pilot's poor decision making when he failed to fly the standard downwind leg distance from the runway and to maintain the standard traffic pattern altitude.""	""Personnel issues - Action/decision - Action - Lack of action - ATC personnel", Personnel issues - Psychological - Attention/monitoring - Monitoring other aircraft - ATC personnel," Personnel issues - Task performance - Planning/preparation - (general) - ATC personnel""		27.902228000000001	-82.686946	""AIRBUS"," CESSNA""	""A319-112"," M337B""	""AIR"," AIR""	PIE	ST PETE-CLEARWATER INTL	""false"," false""	""2"," 2""	""TF"," REC""	SCHD	PERS	""121"," 091""	""None"," None""	VMC	Allegiant Air	Takeoff	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103049	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103049/pdf",,,,,,,,,
"cases2021.csv	ERA21LA199	ACC	103004	2021-04-29T12:17:00Z	Warwick	New York	United States		N6448U	2195	FALSE	Aviation	DirectorBrief	9/22/2021 0:00	2021-08-31T19:00:00Z	Serious	0	1	0	1		""A loose stand-off clamp which resulted in a throttle assembly malfunction"," and the inability of the engine to produce full power during the attempted takeoff.""	Aircraft - Aircraft power plant - Engine controls - Power lever - Malfunction		41.278002999999998	-74.294983	MOONEY	M20C	AIR	N72	WARWICK MUNI	false	1	REC		PERS	091	Substantial	VMC		Takeoff	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103004	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103004/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA21LA213	ACC	103045	2021-04-29T10:52:00Z	Okeechobee	Florida	United States		N271SG	28-42071	FALSE	Aviation	DirectorBrief	4/26/2023 0:00	2023-02-01T15:00:00Z	Serious	0	1	1	2	0	A total loss of engine power for reasons that could not be determined based on available information.	Not determined - Not determined - (general) - (general) - Unknown/Not determined		27.240701000000001	-80.965417	PIPER	PA-28-161	AIR			false	1	REC		PERS	091	Substantial	VMC	Airborne Systems Inc.	Enroute	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103045	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103045/pdf",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA21WA099	ACC	103023	2021-04-29T09:56:00Z	Monterrey		Mexico		N15349	32-7300005	FALSE	Aviation				Fatal	6	0	0	6					25.777121999999999	-100.10742	PIPER	PA-32-260	AIR	MMAN		false	1				NUSN	Substantial			Takeoff	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
