"Mkey	EventDate	City	State	Country	ReportNo	N#	SerialNumber	HasSafetyRec	Mode	ReportType	OriginalPublishedDate	DocketOriginalPublishedDate	HighestInjuryLevel	FatalInjuryCount	SeriousInjuryCount	MinorInjuryCount	OnboardInjuryCount	OnGroundInjuryCount	ProbableCause	Findings	EventID	Latitude	Longitude 	Make	Model	AirCraftCategory	AirportID	AirportName	AmateurBuilt	NumberOfEngines	EngineType	Scheduled	PurposeOfFlight	FAR	AirCraftDamage	WeatherCondition	Operator	BroadPhaseofFlight	ReportStatus	RepGenFlag	MostRecentReportType	DocketUrl	ReportUrl			",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	CEN21FA215	ACC	103073	2021-05-12T10:23:00Z	Englewood	Colorado	United States		""N280KL"," N416DJ""	""TC-280"," 4394""	FALSE	Aviation	DirectorBrief	3/29/2023 0:00	2023-03-29T17:00:00Z	None	0	0	0	0		""The Cirrus pilot’s failure to maintain the final approach course for the assigned runway", which resulted in a collision with the Swearingen which was on final approach to the parallel runway. Contributing to the accident was the failure of the controller to issue a traffic advisory to the Swearingen pilot regarding the location of Cirrus," and the Cirrus pilot’s decision to fly higher than recommended approach speed which resulted in a larger turn radius and contributed to his overshoot of the final approach course.""	Personnel issues - Action/decision - Action - Forgotten action/omission - ATC personnel		39.585036000000002	-104.85469	""SWEARINGEN"," CIRRUS DESIGN CORP""	""SA226TC"," SR22""	""AIR"," AIR""	APA	CENTENNIAL	""false"," false""	""2"," 1""	""TP"," REC""	NSCH	""POSI"," PERS""	""091"," 091""	""Substantial"," Substantial""	VMC	""Key Lime Air"," Independence Aviation""	Approach	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103073	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103073/pdf",,,,,,,,,
"cases2021.csv	GAA21WA179	ACC	103524	2021-05-11T21:25:00Z	Neuquén		Argentina		LV-GUK		FALSE	Aviation				None	0	0	0	0							CESSNA	182	AIR			false					NUSN	Unknown			Landing	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	CEN21LA213	ACC	103071	2021-05-11T15:00:00Z	Merrill	Wisconsin	United States		N793Y	M-2184	FALSE	Aviation	DirectorBrief	8/15/2023 0:00	2023-08-15T17:00:00Z	Minor	0	0	2	2		The loss of engine power due to tappet failure.	Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng cyl section - Failure		45.242041999999998	-89.613289	BEECH	C23	AIR	RRL	Merrill Municipal Airport	false	1	REC	NSCH	PERS	091	Substantial	VMC		Enroute	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103071	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103071/pdf",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR21LA190	ACC	103068	2021-05-11T11:15:00Z	Coeur d' Alene	Idaho	United States		N7296K	18-210	FALSE	Aviation	DirectorBrief	8/20/2021 0:00	2021-08-10T11:00:00Z	None	0	0	0	0		""The student pilot’s failure to maintain directional control during the landing roll"," and the flight instructors delayed remedial action which resulted in a runway excursion and collision with terrain.""	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot", Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Monitoring other person - Instructor/check pilot," Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot""		47.767845000000001	-116.81933	PIPER	PA-18-105 SPECIAL	AIR	COE	Coeur d' Alene-Pappy Boyington Field	false	1	REC		INST	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103068	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103068/pdf",,,,,,,,,,,,,,,,,,,
"cases2021.csv	DCA21WA136	INC	103161	2021-05-11T04:00:00Z	Cayo Coco		Cuba		VQ-BJA		FALSE	Aviation				None	0	0	0	0					22.460999999999999	-78.3284	BOEING	777	AIR			false					NUSC	Minor		Nordwind	Initial Climb	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR21LA193	ACC	103083	2021-05-10T20:10:00Z	Chandler	Arizona	United States		N47AF	17281041	FALSE	Aviation	DirectorBrief	9/20/2021 0:00	2021-09-01T18:30:00Z	Serious	0	1	0	1		The pilot’s failure to locate the airport which resulted in an approach to a road and subsequent collision with powerlines during a go-around in low light conditions.	""Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot", Environmental issues - Conditions/weather/phenomena - Light condition - Low light - Effect on personnel," Environmental issues - Physical environment - Object/animal/substance - Wire - Effect on equipment""		33.298771000000002	-111.91578	CESSNA	172R	AIR	P19	STELLAR AIRPARK	false	1	REC		OWRK	091	Substantial	VMC	AMERIFLYERS OF TEXAS INC	Approach	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103083	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103083/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA21LA220	ACC	103097	2021-05-10T18:00:00Z	Brunswick	Maine	United States		N184DT	JA284-01-13	FALSE	Aviation	DirectorBrief	8/20/2021 0:00	2021-08-10T19:00:00Z	None	0	0	0	0		""The pilot’s inadequate compensation for the prevailing wind conditions"," which resulted in a loss of directional control during the approach and landing.""	""Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot"," Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Response/compensation""		43.892355000000002	-69.93883	DOUGLAS K THOMPSON	JUSTAIRCRAFT SUPERST	AIR	BXM	BRUNSWICK EXEC	true	1	REC		PERS	091	Substantial	VMC		Approach	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103097	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103097/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ANC21LA040	ACC	103094	2021-05-10T15:00:00Z	Gakona	Alaska	United States		N5489H	18-80	FALSE	Aviation	DirectorBrief	12/17/2021 0:00	2021-11-12T12:00:00Z	None	0	0	0	0		The pilot’s decision to initiate a flight with a failed mixture control cable which resulted in a total loss of engine power.	""Aircraft - Aircraft power plant - Engine controls - Mixture control - Inoperative"," Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot""		62.288694	-145.29136	PIPER	PA-18-105 SPECIAL	AIR			false	1	REC		PERS	091	Substantial	VMC		Enroute	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103094	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103094/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	CEN21LA212	ACC	103066	2021-05-10T13:20:00Z	Norris City	Illinois	United States		N567VF	65-10016	FALSE	Aviation	DirectorBrief	7/16/2021 0:00	2021-07-08T04:00:00Z	None	0	0	0	0		""The pilot’s improper positioning of the helicopter on the landing pad", and his failure to monitor and control the helicopter as fuel and chemical product were loaded, which led to the helicopter tipping and sliding off the landing pad," and subsequently impacting the ground.""	""Personnel issues - Task performance - Use of equip/info - (general) - Pilot"," Aircraft - Aircraft handling/service - Loading - (general) - Incorrect use/operation""		37.944685999999997	-88.337917	RICHARDS HEAVYLIFT HELO INC	UH-1H	HELI			false	1	TS		AAPL	137	Substantial	VMC	KASH HELICOPTER SERVICES LLC	Standing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103066	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103066/pdf",,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR21LA253	ACC	103373	2021-05-10T09:21:00Z	Palm Springs	California	United States		""N206DT"," N505SP""	""T20608662"," BB-1538""	FALSE	Aviation	DirectorBrief	9/20/2021 0:00	2021-08-20T20:30:00Z	None	0	0	0	0		""The Kingair pilot’s failure to maintain clearance from another airplane while taxiing"," which resulted in a ground collision.""	Personnel issues - Psychological - Attention/monitoring - Monitoring other aircraft - Pilot of other aircraft		33.745037000000004	-116.26793	""CESSNA"," RAYTHEON AIRCRAFT COMPANY""	""T206H"," B200""	""AIR"," AIR""	UDD	BERMUDA DUNES	""false"," false""	""1"," 2""	""REC"," TP""		""PERS"," PERS""	""091"," 091""	""Substantial"," Minor""	VMC	N505SP LLC	Taxi	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103373	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103373/pdf",,,,,,,,,,,
"cases2021.csv	GAA21WA110	ACC	103074	2021-05-09T15:57:00Z	Kempten		Germany		D-EJWO		FALSE	Aviation															CESSNA	172	AIR	EDMK		false					NUSN	Substantial			Landing	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ANC21LA038	ACC	103058	2021-05-09T14:40:00Z	Palmer	Alaska	United States		N8627J	760	FALSE	Aviation	DirectorBrief	12/6/2022 0:00	2022-11-14T12:00:00Z	None	0	0	0	0		""A loss of drive to the rotor system due to the disengagement of the main belt drive tensioning system"," which resulted in a forced landing. The disengagement was due to inadequate clearance between the clutch handle and the roll pin in the handle bellcrank when the handle was in the stowed position.""	Aircraft - Aircraft propeller/rotor - Main rotor drive - Engine/transmission coupling - Unintentional use/operation		61.564115999999999	-149.12691	ENSTROM	F-28F	HELI			false	1	REC	NSCH	OWRK	091	Substantial	VMC	TALAHEIM AIR SERVICE LLC	Enroute	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103058	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103058/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR21LA187	ACC	103054	2021-05-09T14:20:00Z	Sacramento	California	United States		N104GX	288	FALSE	Aviation	DirectorBrief	9/20/2021 0:00	2021-08-20T14:00:00Z	None	0	0	0	0		The pilot’s failure to maintain directional control during landing in gusty wind conditions which resulted in a runway excursion and collision with terrain.	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot", Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained," Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation""		38.555311000000003	-121.29721	REMOS ACFT GMBH FLUGZEUGBAU	REMOS GX	AIR	MHR	SACRAMENTO MATHER	true	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103054	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103054/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR21LA188	ACC	103055	2021-05-08T12:30:00Z	San Bernardino	California	United States		N54PW	18266804	FALSE	Aviation	DirectorBrief	8/20/2021 0:00	2021-08-04T11:00:00Z	None	0	0	0	0		""The pilot’s improper landing flare"," which resulted in a hard landing and his subsequent inadequate pitch and airplane control during a go around which resulted in a nose landing gear collapse.""	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot", Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained""		34.095360999999997	-117.23488	CESSNA	182Q	AIR	SBD	SAN BERNARDINO INTL	false	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103055	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103055/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA21WA114	ACC	103088	2021-05-08T12:20:00Z	Oberramsern		Switzerland		HB-YMS		FALSE	Aviation				Fatal	2	0	0	2							Legacy	2000	AIR	LSZG		false					NUSN	Substantial			Approach	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA21WA124	ACC	103153	2021-05-08T12:15:00Z	Belo Horizonte		Brazil		PR-RDR		FALSE	Aviation				None	0	0	0	0					-19.983889000000001	-43.966111	ROBINSON	R44	HELI			false	1				NUSC	Substantial		Helic Air Taxi Aereo E Servico Aereo Especializado LTDA	Enroute	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA21LA219	ACC	103096	2021-05-08T11:46:00Z	Miami	Florida	United States		N9795B	172RG1042	FALSE	Aviation	DirectorBrief	5/4/2022 0:00	2022-01-26T05:00:00Z	None	0	0	0	0	0	The collapse of the left main landing gear for reasons that could not be determined.	Aircraft - Aircraft systems - Landing gear system - Main landing gear - Malfunction		25.643467999999999	-80.435353	CESSNA	172RG	AIR	TMB	MIAMI EXEC	false	1	REC		INST	091	Substantial	VMC	SILVER EXPRESS CO DBA	Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103096	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103096/pdf",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR21LA186	ACC	103052	2021-05-08T10:27:00Z	Tucson	Arizona	United States		N54140	17274887	FALSE	Aviation	DirectorBrief	8/20/2021 0:00	2021-08-03T11:00:00Z	None	0	0	0	0		""The student pilot’s improper pitch control and landing flare"," which resulted in a hard bounce and subsequent porpoised landing.""	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Incorrect use/operation", Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Student/instructed pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained""		32.142211000000003	-111.17457	CESSNA	172P	AIR	RYN	RYAN FLD	false	1	REC		INST	091	Substantial	VMC	Daniel Mosier	Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103052	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103052/pdf",,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA21WA109	ACC	103062	2021-05-08T09:07:00Z	Styria		Austria		D-ITOL		FALSE	Aviation															CESSNA	T303	AIR	LOXZ		false					129	Substantial			Landing	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA21WA120	ACC	103122	2021-05-08T08:00:00Z	""Mucia"," Spain""	Other Foreign	Spain		EC-XSB		FALSE	Aviation				Fatal	1	0	0	1					37.392000000000003	0.44	Storm Fury	RG	AIR	LETX		false					UNK	Unknown			Unknown	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR21LA189	ACC	103060	2021-05-07T16:05:00Z	Arlington	Washington	United States		N31B	18052431	FALSE	Aviation	DirectorBrief	8/20/2021 0:00	2021-08-03T14:00:00Z	None	0	0	0	0		""The pilot’s failure to maintain directional control during landing", with a crosswind," which resulted in a runway excursion and subsequent impact with terrain.""	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained", Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot," Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation""		48.16075	-122.15902	CESSNA	180J	AIR	AWO	ARLINGTON MUNI	false	1	REC		PERS	091	Substantial	VMC	BOHON TODD R	Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103060	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103060/pdf",,,,,,,,,,,,,,,,,,,
"cases2021.csv	ANC21LA037	ACC	103057	2021-05-07T13:00:00Z	Cold Bay	Alaska	United States		N717DR	18-4387	FALSE	Aviation	DirectorBrief	12/17/2021 0:00	2021-11-12T12:00:00Z	None	0	0	0	0		The pilot’s failure to maintain directional control during takeoff in a gusty crosswind condition.	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained", Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation," Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Response/compensation""		55.200099999999999	-162.71682	PIPER	PA-18-150	AIR	CDB	COLD BAY	false	1	REC		PERS	091	Substantial	VMC		Takeoff	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103057	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103057/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA21WA111	ACC	103075	2021-05-07T12:00:00Z	Estepona		Spain		UNK		FALSE	Aviation				Fatal	1	0	0	1							ROBINSON	R44	HELI			false					NUSN	Destroyed			Unknown	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA21WA113	ACC	103079	2021-05-07T04:00:00Z	""Pucallpa"," Ucayali""		Peru		OB-1332	177RG1024	FALSE	Aviation				None	0	0	0	0					73025.410000000003	745720.4	CESSNA	F177RG	AIR			false					NUSC	Substantial		""RED WING S.R.L.											RED WING S.R.L.""	Enroute	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA21WA132	ACC	103199	2021-05-06T20:35:00Z	Itaituba		Brazil		PR-FPR		FALSE	Aviation													-7.6361100000000004	-56.73777	CESSNA	210	AIR		Garimpo São Raimundo	false					NUSN	Destroyed			Maneuvering	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	CEN21LA211	ACC	103051	2021-05-06T17:07:00Z	Spring	Texas	United States		N54MC	28-7816208	FALSE	Aviation	DirectorBrief	8/12/2022 0:00	2022-06-21T04:00:00Z	None	0	0	0	0		An engine fire that resulted from a fuel leak into the carburetor air box due to the electric fuel pump over-pressurizing the carburetor needle/seat assembly. Contributing to the severity of the fire was the flight instructor’s failure to turn off the electric fuel pump before exiting the airplane.	""Aircraft - Aircraft power plant - Engine fuel and control - Fuel control/carburetor - Capability exceeded"," Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot""		30.061779000000001	-95.552788	PIPER	PA-28-161	AIR	DWH	DAVID WAYNE HOOKS MEML	false	1	REC		INST	091	Substantial	VMC	HOFFMAN AVIATION SERVICES LLC	Standing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103051	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103051/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA21FA212	ACC	103044	2021-05-06T15:20:00Z	La Belle	Florida	United States		C-FAAZ	60-0148-065	FALSE	Aviation	DirectorBrief	5/10/2023 0:00	2023-05-10T17:00:00Z	Fatal	1	1	0	2	0	The pilot's inadvertent shutdown of the left engine following an intentional shutdown of the right engine while practicing one engine inoperative (OEI) procedures. Contributing to the accident was the pilot’s decision to conduct OEI training at low altitude.	""Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Simulated malf/failure"," Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Unintentional use/operation""		26.758289999999999	-81.410371	Ted Smith	Aerostar 600	AIR	X14	LA BELLE MUNI	false	2	REC		PERS	091	Substantial	VMC		Enroute	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103044	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103044/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR21LA327	ACC	103754	2021-05-06T14:10:00Z	Buffalo	Wyoming	United States		N7770K	18052726	FALSE	Aviation	DirectorBrief	10/20/2021 0:00	2021-10-05T17:00:00Z	None	0	0	0	0		""The pilot’s failure to maintain directional control during the takeoff roll"," which resulted in a ground loop and collision with terrain.""	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot"," Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained""		44.381082999999997	-106.7218	CESSNA	180J	AIR	BYG	JOHNSON COUNTY	false	1	REC		PERS	091	Substantial	VMC	Air Craft LLC	Takeoff	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103754	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103754/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR21LA185	ACC	103046	2021-05-06T13:30:00Z	Palm Gardens	Nevada	United States		N972BW	0105FF	FALSE	Aviation	DirectorBrief	9/20/2021 0:00	2021-09-01T18:30:00Z	None	0	0	0	0		The pilot’s failure to maintain helicopter control during an encounter with a dust devil shortly after takeoff.	""Environmental issues - Conditions/weather/phenomena - Wind - Dust devil/whirlwind - Response/compensation", Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Yaw control - Not attained/maintained," Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot""		35.196948999999996	-114.85647	MCDONNELL DOUGLAS HELI CO	369FF	HELI			false	1	TS		EXLD	133	Substantial	VMC	Summit Helicopter Inc.	Takeoff	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103046	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103046/pdf",,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ANC21LA036	ACC	103056	2021-05-06T12:45:00Z	Willow	Alaska	United States		N7850D	22-5500	FALSE	Aviation	DirectorBrief	12/17/2021 0:00	2021-11-12T12:00:00Z	None	0	0	0	0		""The pilots over application of the brakes while landing on a wet grass runway"," which resulted in a loss of control and nose-over.""	""Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot", Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Wet surface - Effect on operation," Aircraft - Aircraft systems - Landing gear system - Brake - Incorrect use/operation""		61.716878000000001	-150.08357	PIPER	PA-22-150	AIR	AK69	LONG LAKE	false	1	REC		PERS	091	Substantial	VMC		Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103056	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103056/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	CEN21LA224	ACC	103104	2021-05-06T10:45:00Z	Young Harris	Georgia	United States		FA3HW43WTF	1ZNDH3L0010562	FALSE	Aviation	DirectorBrief	8/19/2022 0:00	2022-07-27T04:00:00Z	Serious	0	1	0	0	1	""The remote pilot-in-command’s (RPIC) decision to physically hold onto the drone’s landing gear in flight"," which resulted in the rotors striking his hand and causing serious injury. Contributing to the accident was the RPIC’s inadequate preflight planning and lack of airspace awareness.""	""Personnel issues - Task performance - Planning/preparation - Flight planning/navigation - Pilot", Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Experience/knowledge - Knowledge - Knowledge of geographic area - Pilot," Environmental issues - Operating environment - (general) - (general) - Awareness of condition""		34.984329000000002	-83.829269	DJI	Matrice	UNMANNED			false	4			OWRK	107	Minor	VMC		Unknown	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103104	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103104/pdf",,,,,,,,,,,,,,,,,,
"cases2021.csv	WPR21LA192	ACC	103070	2021-05-05T15:30:00Z	Lewiston	Idaho	United States		N733BT	17268174	FALSE	Aviation	DirectorBrief	8/20/2021 0:00	2021-08-03T14:00:00Z	None	0	0	0	0		""The pilot's failure to maintain directional control during taxiing in crosswind conditions"," which resulted in a taxiway excursion and collision with a fence.""	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Incorrect use/operation", Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot," Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation""		46.380277999999997	-117.0202	CESSNA	172N	AIR	LWS	LEWISTON-NEZ PERCE COUNTY	false	1			INST	091	Substantial	VMC	Northern Air Inc.	Taxi	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103070	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103070/pdf",,,,,,,,,,,,,,,,,,,,
"cases2021.csv	GAA21WA112	ACC	103076	2021-05-05T14:32:00Z	Manchester	Other Foreign	United Kingdom		G-BVJX	PFA 068-11239	FALSE	Aviation															MARQUART	MA5	AIR			false					NUSN	Substantial			Landing	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	ERA21LA208	ACC	103036	2021-05-05T10:33:00Z	Ridgeland	South Carolina	United States		N22ST	251	FALSE	Aviation	DirectorBrief	8/15/2023 0:00	2023-07-24T04:00:00Z	None	0	0	0	0	0	""The flight crew’s continuation of an unstable approach and the failure of the ground air brakes to deploy upon touchdown"," both of which resulted in the runway overrun. Contributing was the crew’s motivation and response to external pressures to complete the flight as quickly as possible to accommodate passenger wishes and the crew’s decision to land with a quartering tailwind that exceeded the airplane’s limitations.""	""Aircraft - Aircraft systems - Flight control system - Drag control system - Unknown/Not determined", Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Flight crew, Personnel issues - Psychological - Personality/attitude - Motivation/respond to pressure - Flight crew, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Flight crew," Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Decision related to condition""		32.504157999999997	-80.992736	ISRAEL AEROSPACE INDUSTRIES LTD	GULFSTREAM G150	AIR	3J1	RIDGELAND-CLAUDE DEAN	false	2	TF		EXEC	091	Substantial	VMC	Snider Fleet Solutions	Landing	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103036	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103036/pdf",,,,,,,,,,,,,,,,
"cases2021.csv	WPR21LA183	ACC	103042	2021-05-05T09:00:00Z	Mesa	Arizona	United States		N6068S	0268FF	FALSE	Aviation	DirectorBrief	8/20/2021 0:00	2021-08-03T11:00:00Z	None	0	0	0	0		A tail rotor blade strike to an undetermined object while practicing approaches to unimproved terrain.	""Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot"," Environmental issues - Physical environment - Object/animal/substance - Debris/dirt/foreign object - Effect on operation""		33.460833000000001	-111.72833	MD HELICOPTERS INC	369FF	HELI	FFZ	FALCON FLD	false	2	TS		INST	091	Substantial	VMC	MD HELICOPTERS INC	Approach	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103042	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103042/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	CEN21FA209	ACC	103032	2021-05-04T23:01:00Z	Hattiesburg	Mississippi	United States		N322TA	760 S.A.	FALSE	Aviation	DirectorBrief	9/20/2023 0:00	2023-09-20T17:00:00Z	Fatal	4	0	2	3	3	The pilot’s failure to maintain control of the airplane during the night instrument approach which resulted in an inadvertent aerodynamic stall from which the pilot was unable to recover.	""Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained"," Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot""		31.291031	-89.285544	MITSUBISHI	MU2B	AIR	HBG	HATTIESBURG BOBBY L CHAIN MUNI	false	2	TP		PERS	091	Destroyed	IMC		Approach	Completed		Final	https://data.ntsb.gov/Docket?ProjectID=103032	https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/103032/pdf",,,,,,,,,,,,,,,,,,,,,,
"cases2021.csv	DCA21WA129	INC	103063	2021-05-04T13:25:00Z	Karachi		Pakistan		AP-BNE		FALSE	Aviation															AIRBUS	A330	AIR	KHI	Jinnah International Airport	false			SCHD		129	None			Enroute	N/A		Prelim		None",,,,,,,,,,,,,,,,,,,,,,,
